Long,Lat,Value,Name
-4.028496292,-4.009627944,6.06456847,name149
-4.01090775,-4.066583695,6.642215945,name150
-4.030125417,-4.080219017,6.826038647,name151
-4.096945905,-4.025592574,6.523618281,name152
-4.049997756,-4.052007786,6.889545957,name153
-4.009527776,-4.039013335,6.667355429,name154
-4.038233361,-4.014055769,6.379811327,name155
-4.019451058,-4.042327848,6.754622799,name156
-4.081707753,-4.076006799,6.677618549,name157
-4.011348807,-4.097132585,6.595881312,name158
-4.051009861,-4.083207285,6.511669545,name159
-4.002131935,-4.028730553,6.699227294,name160
-4.049952838,-4.052891163,6.108392937,name161
-4.094038113,-4.03180281,6.611647865,name162
-4.095756886,-4.092855454,6.605683011,name163
-4.047835016,-4.090326997,6.446651228,name164
-4.018185145,-4.018245291,6.90070111,name165
-4.027756041,-4.085013456,6.489407571,name166
-4.034039475,-4.048140506,6.896489798,name167
-4.002702545,-4.035100851,7.009739498,name168
-4.019966942,-4.054620229,6.657020662,name169
-4.05676085,-4.01746862,6.802603492,name170
-4.091653019,-4.086682899,6.9998488,name171
-4.082661139,-4.06090622,6.73102819,name172
-4.016862026,-4.019663561,6.863405246,name173
-4.093952882,-4.060074223,6.338703452,name174
-4.047312417,-4.058320053,7.105296816,name175
-4.034314011,-4.037202664,6.375553691,name176
-4.070801592,-4.056834883,6.130147002,name177
-4.098451287,-4.001593628,7.193751881,name178
-4.083283159,-4.089378366,6.757684914,name179
-4.062759026,-4.08018816,6.909635606,name180
-4.051031236,-4.066050659,6.617241666,name181
-4.004836954,-4.007966796,6.325752534,name182
-4.0947323,-4.02621419,5.706587056,name183
-4.073088057,-4.057716438,6.960706305,name184
-4.04521291,-4.005726302,6.597004032,name185
-4.05822559,-4.001694753,6.633260908,name186
-4.069854505,-4.029890124,6.863888644,name187
-4.033366115,-4.046087353,6.236636025,name188
-4.030189448,-4.033347209,6.457352743,name189
-4.082186755,-4.08719856,7.165379588,name190
-4.000091961,-4.082887893,6.91658756,name191
-4.096739918,-4.043880021,6.323565907,name192
-4.01181335,-4.03308247,5.951780375,name193
-4.080956673,-4.063108345,6.565692237,name194
-4.053927406,-4.001836205,6.768054512,name195
-4.084359505,-4.014447719,7.043900287,name196
-4.035523546,-4.062372779,6.757629271,name197
-4.08090763,-4.057174701,6.375483954,name198
-4.051797794,-4.087938839,6.859135524,name199
-4.041049252,-4.077381232,6.345539504,name200
-4.061538088,-4.041701362,6.406513599,name201
-4.074819388,-4.070955934,6.53897335,name202
-4.038290912,-4.073471909,6.321880569,name203
-4.017562373,-4.00173366,6.580135876,name204
-4.026975121,-4.0656123,6.419897955,name205
-4.041593067,-4.089223098,6.653042622,name206
-4.009369185,-4.012034628,6.517725763,name207
-4.018223944,-4.0739272,6.584418619,name208
-4.040564375,-4.097748741,6.584733233,name209
-4.057474068,-4.068728111,7.162095347,name210
-4.083851526,-4.082123381,6.98093334,name211
-4.057711431,-4.090577066,6.781728496,name212
-4.040147633,-4.052907574,6.229572028,name213
-4.030405069,-4.030011215,6.154965473,name214
-4.036146924,-4.096639616,6.087714493,name215
-4.09311939,-4.068040026,7.652806387,name216
-4.046913572,-4.034555429,7.040917202,name217
-4.05923808,-4.018001878,6.797782552,name218
-4.028164106,-4.003135067,6.353665416,name219
-4.046866609,-4.067485432,6.351537084,name220
-4.08943708,-4.038904134,6.932482062,name221
