Long,Lat,Value,Name
2.075126706,2.025509512,3.921915584,name152
2.050595705,2.069907672,3.991620874,name153
2.089090325,2.095929143,4.13425291,name154
2.054721553,2.013862444,3.912011975,name155
2.014929401,2.025750825,3.96344051,name156
2.084071726,2.025428218,4.03953922,name157
2.081428483,2.024352497,4.131979982,name158
2.092926362,2.034998377,4.01241992,name159
2.019659525,2.025108386,4.132652353,name160
2.061604468,2.047328885,3.909887013,name161
2.035165951,2.083082863,3.902874943,name162
2.058526409,2.054972361,4.241182934,name163
2.091719366,2.028583902,3.814089985,name164
2.075720023,2.075372909,3.934704221,name165
2.038044585,2.056782164,4.07467765,name166
2.007585429,2.005395012,3.866351451,name167
2.053079755,2.077916723,4.196553236,name168
2.093401068,2.012990621,4.106085647,name169
2.056882366,2.046939064,3.958731634,name170
2.001190207,2.033712264,3.703368192,name171
2.016218231,2.079428454,4.006808294,name172
2.031121504,2.052853314,3.619076184,name173
2.016564873,2.060198194,3.930335109,name174
2.026297128,2.06540791,4.050783515,name175
2.06892145,2.074815159,3.97193063,name176
2.04505416,2.008382138,4.036385684,name177
2.022897697,2.091333736,4.308163265,name178
2.015237802,2.082581698,4.078061064,name179
2.053834244,2.099613472,3.989653594,name180
2.007817553,2.044267827,3.989386025,name181
2.010665277,2.096189808,3.987682521,name182
2.000463422,2.077491046,3.628740132,name183
2.081730322,2.086869471,3.865455188,name184
2.008443585,2.039978265,4.099286739,name185
2.02598704,2.080006848,3.895120557,name186
2.043141383,2.091064759,4.037779114,name187
2.018184703,2.026380292,3.665693449,name188
2.014553898,2.013606856,3.860753981,name189
2.086929221,2.057970459,4.04894433,name190
2.05498602,2.01449548,3.613723044,name191
2.085303112,2.062205513,4.001127166,name192
2.035095238,2.051324954,3.854193729,name193
2.040180803,2.007596669,3.680865208,name194
2.023991615,2.012331893,3.846890755,name195
2.018390779,2.023995253,3.492566134,name196
2.041726707,2.004965443,3.450695866,name197
2.090271611,2.094478719,3.726090925,name198
2.049086409,2.048925264,3.704690397,name199
2.033771941,2.090005385,3.68652926,name200
2.036924678,2.011120276,3.529238558,name201
2.078025207,2.038973884,3.967656101,name202
2.024169129,2.040391215,3.565299629,name203
2.009645453,2.013197329,3.865767781,name204
2.094205059,2.095613454,4.118592709,name205
2.05752086,2.005977954,3.873127427,name206
2.023477991,2.035315857,3.888029465,name207
2.082119404,2.001540344,3.814629107,name208
2.00430238,2.016899003,3.558504424,name209
2.064911547,2.073172239,3.917471188,name210
2.064774596,2.045092371,4.093804407,name211
2.054700889,2.029632081,4.226038657,name212
2.074469281,2.018895502,3.810936253,name213
2.068677543,2.018351116,3.573655464,name214
2.03684846,2.062561856,3.931205452,name215
2.078022744,2.008112577,3.962935994,name216
2.092938597,2.077571268,3.904204278,name217
2.048679163,2.043585859,3.669996289,name218
2.044678375,2.030634947,4.274591266,name219
2.050850866,2.051077156,3.440334919,name220
2.081762771,2.079483142,3.841918791,name221
