Long,Lat,Value,v1_sp_75_555_111_1021_0__real3,abs-Resiual,SQ-Residual,R_error
-2.3,-5,0.245294339,0.702678204,0.457383865,0.2092,0.650915117
-2.2,-5,0.489843293,0.165930793,0.3239125,0.104919308,1.952093969
-2.1,-5,0.14691973,-0.181953683,0.328873413,0.108157722,1.807456752
-2,-5,-0.137392841,-0.629606545,0.492213704,0.242274331,0.781779841
-1.9,-5,-0.291607006,-1.34780252,1.056195514,1.115548963,0.783642631
-1.8,-5,-0.350742806,-1.264759064,0.914016258,0.835425721,0.722680141
-1.7,-5,-0.377516972,-0.683545291,0.306028319,0.093653332,0.44770745
-1.6,-5,-0.352928511,-1.297856569,0.944928058,0.892889035,0.728068171
-1.5,-5,-0.312625758,-0.646575272,0.333949514,0.111522278,0.51648977
-1.4,-5,-0.260949983,-0.604272723,0.34332274,0.117870504,0.568158594
-1.3,-5,-0.259146265,-0.081532091,0.177614174,0.031546795,2.17845724
-1.2,-5,-0.335932178,-0.342997789,0.007065611,4.99229E-05,0.02059958
-1.1,-5,-0.423763438,-0.401429147,0.022334291,0.000498821,0.055636944
-1,-5,-0.503923467,-0.176876247,0.32704722,0.106959884,1.849017184
-0.9,-5,-0.585564636,-0.875503421,0.289938785,0.084064499,0.331168077
-0.8,-5,-0.641563057,-0.672674656,0.031111599,0.000967932,0.046250589
-0.7,-5,-0.612199854,-0.094896398,0.517303456,0.267602865,5.451244375
-0.6,-5,-0.619293877,0.65892905,1.278222927,1.63385385,1.939849103
-0.5,-5,-0.654056592,0.751181841,1.405238433,1.974695055,1.870703413
-0.4,-5,-0.69200173,0.960060358,1.652062088,2.729309143,1.720789817
-0.3,-5,-0.743610994,0.600543618,1.344154612,1.80675162,2.238229783
-0.2,-5,-0.808196123,0.785576105,1.593772228,2.540109916,2.028794178
-0.1,-5,-0.890006947,-0.010445436,0.879561511,0.773628452,84.20534204
0,-5,-0.98920592,-0.851904929,0.137300991,0.018851562,0.161169383
0.1,-5,-1.041269456,-0.949778497,0.091490959,0.008370595,0.096328732
0.2,-5,-1.101174675,-0.929982901,0.171191774,0.029306623,0.184080561
0.3,-5,-1.19345409,-1.527695894,0.334241804,0.111717584,0.21878818
0.4,-5,-1.202360482,-1.670459986,0.468099504,0.219117146,0.28022192
0.5,-5,-1.347573553,-1.724868894,0.377295341,0.142351775,0.218738562
0.6,-5,-1.723827104,-1.52644372,0.197383384,0.0389602,0.12930931
0.7,-5,-2.136080388,-1.925943851,0.210136537,0.044157364,0.10910834
0.8,-5,-2.565196857,-2.553884268,0.011312589,0.000127975,0.004429562
0.9,-5,-2.372286577,-3.193481445,0.821194868,0.674361011,0.257147217
1,-5,-2.137670965,-2.949749708,0.812078743,0.659471884,0.275304288
1.1,-5,-2.08372619,-1.883710742,0.200015448,0.040006179,0.106181615
1.2,-5,-2.10506948,-1.971428156,0.133641324,0.017860004,0.067789092
1.3,-5,-2.277502964,-2.628961086,0.351458122,0.123522811,0.133687076
1.4,-5,-1.999705243,-1.678158164,0.321547079,0.103392524,0.191607136
1.5,-5,-1.602397805,-2.282859802,0.680461997,0.463028529,0.29807437
1.6,-5,-1.230564592,-1.635457158,0.404892566,0.16393799,0.24757149
1.7,-5,-0.965298709,-1.110460043,0.145161334,0.021071813,0.130721799
1.8,-5,-1.173771323,-1.48664248,0.312871157,0.097888361,0.210454875
1.9,-5,-1.238065928,-1.502202868,0.26413694,0.069768323,0.175833069
2,-5,-1.20010154,-1.439017653,0.238916113,0.057080909,0.166027229
2.1,-5,-1.113227924,-1.478364825,0.365136901,0.133324956,0.246987005
2.2,-5,-1.144051767,-0.701664507,0.44238726,0.195706488,0.630482596
2.3,-5,-1.295686522,-0.925956845,0.369729677,0.136700034,0.399294717
2.4,-5,-1.476201872,-1.4265728,0.049629072,0.002463045,0.034789022
2.5,-5,-1.682736447,-1.361097813,0.321638634,0.103451411,0.236308244
2.6,-5,-1.770659796,-1.699107885,0.071551911,0.005119676,0.042111459
2.7,-5,-1.829910014,-1.64287436,0.187035654,0.034982336,0.113846596
2.8,-5,-1.882350481,-1.89697814,0.014627659,0.000213968,0.007711032
2.9,-5,-1.955788207,-1.928813338,0.026974869,0.000727644,0.013985215
3,-5,-1.956771044,-1.785521269,0.171249775,0.029326486,0.095910241
3.1,-5,-1.770285429,-2.215661764,0.445376335,0.198360079,0.201012782
3.2,-5,-1.712000422,-1.621264458,0.090735964,0.008233015,0.055966171
3.3,-5,-1.695407518,-1.693815827,0.001591691,2.53348E-06,0.000939707
3.4,-5,-1.437339572,-1.350685477,0.086654095,0.007508932,0.064155643
3.5,-5,-1.079573186,0.122478925,1.202052111,1.444929278,9.814358766
3.6,-5,-0.656832756,-0.332432866,0.32439989,0.105235289,0.975835796
3.7,-5,-0.62803037,-0.357490361,0.270540009,0.073191896,0.756775674
3.8,-5,-0.814371721,-0.374806255,0.439565466,0.193217799,1.172780497
3.9,-5,-0.799926793,-0.193883866,0.606042927,0.36728803,3.125803812
4,-5,-0.797912672,-0.646805823,0.151106849,0.02283328,0.233620113
4.1,-5,-0.801892811,0.623695195,1.425588006,2.032301162,2.285712664
4.2,-5,-0.719577891,1.19352591,1.913103801,3.659966152,1.602900938
4.3,-5,-0.560533802,0.585473716,1.146007518,1.313333231,1.957402163
4.4,-5,-0.744349982,-0.087265268,0.657084714,0.431760321,7.529739255
4.5,-5,-1.37388683,-1.69141376,0.31752693,0.100823351,0.187728714
4.6,-5,-1.262354983,-1.452087283,0.1897323,0.035998346,0.130661774
4.7,-5,-0.820661376,-1.72432816,0.903666784,0.816613657,0.524068913
4.8,-5,-0.396866938,-1.167056084,0.770189146,0.593191321,0.659941846
4.9,-5,-0.076427912,-0.830104411,0.753676499,0.568028265,0.90792976
5,-5,-0.188905046,-0.220346496,0.03144145,0.000988565,0.142690947
-5,-4.9,-1.026142312,-0.727178514,0.298963798,0.089379352,0.411128481
-4.9,-4.9,-1.108143008,-0.616823971,0.491319037,0.241394396,0.796530388
-4.8,-4.9,-1.109592091,-0.834379852,0.275212239,0.075741776,0.329840465
-4.7,-4.9,-0.905841524,-0.835522294,0.07031923,0.004944794,0.084162003
-4.6,-4.9,-0.871050101,-0.893654823,0.022604722,0.000510973,0.02529469
-4.5,-4.9,-0.814111381,-0.629876912,0.184234469,0.03394234,0.292492812
-4.4,-4.9,-0.73471576,-0.443520546,0.291195214,0.084794652,0.656554057
-4.3,-4.9,-0.630867099,0.347521693,0.978388792,0.957244629,2.815331566
-4.2,-4.9,-0.46356905,-0.206874415,0.256694635,0.065892135,1.240823495
-4.1,-4.9,-0.334997962,-0.724750638,0.389752676,0.151907148,0.537774864
-4,-4.9,-0.330176486,-0.600775898,0.270599412,0.073224042,0.450416558
-3.9,-4.9,-0.473766434,-0.21360071,0.260165724,0.067686204,1.218000277
-3.8,-4.9,-0.643054703,-0.159066394,0.483988309,0.234244683,3.042681089
-3.7,-4.9,-0.673020295,-0.407198846,0.265821449,0.070661043,0.652805016
-3.6,-4.9,-0.665096706,-0.915303409,0.250206703,0.062603394,0.273359304
-3.5,-4.9,-0.616605122,-0.027380992,0.58922413,0.347185076,21.51945884
-3.4,-4.9,-0.504809333,0.120279275,0.625088608,0.390735767,5.19697685
-3.3,-4.9,-0.262020202,-0.080684558,0.181335644,0.032882616,2.247464058
-3.2,-4.9,0.040043257,0.957882345,0.917839088,0.842428591,0.958196059
-3.1,-4.9,-0.319363313,0.139404252,0.458767565,0.210467678,3.290915149
-3,-4.9,-0.770825408,-0.357403755,0.413421653,0.170917463,1.156735616
-2.9,-4.9,-0.768104103,-0.190238148,0.577865955,0.333929062,3.037592414
-2.8,-4.9,-0.980388713,-0.847795606,0.132593107,0.017580932,0.156397492
-2.7,-4.9,-0.81537693,-0.503651261,0.311725669,0.097172893,0.618931577
-2.6,-4.9,-0.302099484,0.208084047,0.510183531,0.260287235,2.451814727
-2.5,-4.9,0.13975733,0.58670032,0.44694299,0.199758036,0.761790942
-2.4,-4.9,0.152556739,1.155774832,1.003218093,1.006446541,0.868004792
-2.3,-4.9,0.26599121,0.620841861,0.354850651,0.125918984,0.571563667
-2.2,-4.9,0.560373651,0.287100315,0.273273336,0.074678316,0.951839205
-2.1,-4.9,0.122520635,0.392605901,0.270085266,0.072946051,0.687929715
-2,-4.9,-0.184502385,0.970016301,1.154518686,1.332913397,1.190205448
-1.9,-4.9,-0.344043368,-0.357578546,0.013535178,0.000183201,0.03785232
-1.8,-4.9,-0.395721814,-0.080458015,0.315263799,0.099391263,3.918364123
-1.7,-4.9,-0.392580252,-0.247201473,0.145378779,0.021134989,0.588098351
-1.6,-4.9,-0.355976179,-0.331104547,0.024871632,0.000618598,0.075117156
-1.5,-4.9,-0.26733278,-0.102970943,0.164361837,0.027014814,1.596196293
-1.4,-4.9,-0.105400607,-0.089087166,0.016313441,0.000266128,0.183117745
-1.3,-4.9,-0.050229187,0.231608436,0.281837623,0.079432446,1.216871146
-1.2,-4.9,-0.248334063,-0.659675241,0.411341178,0.169201565,0.623551034
-1.1,-4.9,-0.387202112,-1.089664221,0.702462109,0.493453015,0.644659241
-1,-4.9,-0.462196184,-0.366037816,0.096158368,0.009246432,0.262700638
-0.9,-4.9,-0.565915294,-0.077445395,0.488469899,0.238602842,6.307281389
-0.8,-4.9,-0.666662245,-0.370754778,0.295907467,0.087561229,0.798121789
-0.7,-4.9,-0.596694223,-0.586044014,0.010650209,0.000113427,0.018173053
-0.6,-4.9,-0.603784072,-0.437388361,0.166395711,0.027687533,0.380430131
-0.5,-4.9,-0.636137267,0.580097973,1.21623524,1.479228158,2.096603154
-0.4,-4.9,-0.670359794,0.92803216,1.598391954,2.554856838,1.722345435
-0.3,-4.9,-0.714494446,1.13467145,1.849165896,3.41941451,1.629692803
-0.2,-4.9,-0.769358324,0.578261018,1.347619342,1.81607789,2.33046894
-0.1,-4.9,-0.831972232,-0.756104589,0.075867643,0.005755899,0.100340144
0,-4.9,-0.951397162,-1.004814386,0.053417224,0.0028534,0.053161285
0.1,-4.9,-1.034807893,-1.292887449,0.258079556,0.066605057,0.199614867
0.2,-4.9,-1.106572784,-1.114488959,0.007916175,6.26658E-05,0.007102964
0.3,-4.9,-1.19156417,-1.095364928,0.096199242,0.009254294,0.08782392
0.4,-4.9,-0.961929261,-0.533146322,0.428782939,0.183854809,0.804250018
0.5,-4.9,-1.069061731,-1.766602397,0.697540666,0.486562981,0.394848704
0.6,-4.9,-1.852017673,-2.367108822,0.515091149,0.265318892,0.217603493
0.7,-4.9,-2.263723549,-2.161413908,0.102309641,0.010467263,0.04733459
0.8,-4.9,-2.981320182,-2.512905121,0.468415061,0.219412669,0.186403799
0.9,-4.9,-2.54939312,-3.029502869,0.480109749,0.230505371,0.158478064
1,-4.9,-2.161725727,-2.642870665,0.481144938,0.231500451,0.18205391
1.1,-4.9,-2.130186793,-2.283141375,0.152954582,0.023395104,0.06699304
1.2,-4.9,-2.157064538,-1.76217854,0.394885998,0.155934952,0.224089665
1.3,-4.9,-2.463497439,-1.935404539,0.5280929,0.278882111,0.272859182
1.4,-4.9,-2.030319841,-1.808728695,0.221591146,0.049102636,0.122512098
1.5,-4.9,-1.586379934,-1.966452956,0.380073022,0.144455502,0.193278472
1.6,-4.9,-1.365698554,-2.048107147,0.682408593,0.465681488,0.333189889
1.7,-4.9,-1.208102561,-1.211709738,0.003607177,1.30117E-05,0.002976932
1.8,-4.9,-1.220924238,-0.681715369,0.539208869,0.290746205,0.790958945
1.9,-4.9,-1.192068694,-1.109839797,0.082228897,0.006761592,0.074090781
2,-4.9,-1.136967365,-1.308512807,0.171545442,0.029427839,0.131099552
2.1,-4.9,-1.028433421,-1.28890717,0.260473749,0.067846574,0.202088835
2.2,-4.9,-1.06528626,-0.934167206,0.131119054,0.017192206,0.140359298
2.3,-4.9,-1.227720174,-0.844458461,0.383261713,0.146889541,0.453855022
2.4,-4.9,-1.450170564,-0.436198473,1.013972091,1.028139402,2.32456589
2.5,-4.9,-1.89524072,-1.458411455,0.436829265,0.190819806,0.299524022
2.6,-4.9,-1.93731209,-2.195842981,0.258530891,0.066838222,0.117736511
2.7,-4.9,-1.995908596,-1.854897022,0.141011574,0.019884264,0.076021242
2.8,-4.9,-2.026223747,-2.443344593,0.417120846,0.173989801,0.170717159
2.9,-4.9,-2.229658907,-1.95983386,0.269825047,0.072805556,0.137677511
3,-4.9,-2.333817858,-1.652643323,0.681174535,0.463998747,0.412172745
3.1,-4.9,-1.862281741,-2.002835512,0.140553771,0.019755363,0.070177391
3.2,-4.9,-1.722299565,-1.719692707,0.002606858,6.79571E-06,0.001515886
3.3,-4.9,-1.69830853,-2.308630228,0.610321698,0.372492575,0.264365289
3.4,-4.9,-1.450227027,-1.670655012,0.220427985,0.048588496,0.131941055
3.5,-4.9,-1.109311143,-0.124470733,0.98484041,0.969910634,7.912224718
3.6,-4.9,-0.680175785,-0.162758365,0.51741742,0.267720786,3.179052701
3.7,-4.9,-0.650015093,-0.227152437,0.422862656,0.178812826,1.86158098
3.8,-4.9,-0.771431676,-0.317902356,0.45352932,0.205688844,1.426630885
3.9,-4.9,-0.54834204,-0.031815533,0.516526507,0.266799632,16.23504176
4,-4.9,-0.641026988,0.57338649,1.214413478,1.474800097,2.117966676
4.1,-4.9,-0.779661598,0.780123055,1.559784653,2.432928165,1.999408482
4.2,-4.9,-0.683384248,0.786052346,1.469436594,2.159243904,1.869387709
4.3,-4.9,-0.383643209,0.378080934,0.761724143,0.58022367,2.014711862
4.4,-4.9,-0.564302699,-1.174457908,0.610155209,0.372289379,0.519520712
4.5,-4.9,-1.43781441,-1.328826547,0.108987863,0.011878354,0.082018126
4.6,-4.9,-1.267505297,-1.455808997,0.1883037,0.035458283,0.129346432
4.7,-4.9,-0.777596792,-0.588409424,0.189187368,0.03579186,0.321523348
4.8,-4.9,-0.306136391,-0.371654421,0.06551803,0.004292612,0.176287504
4.9,-4.9,0.131873009,0.381016821,0.249143812,0.062072639,0.653891897
5,-4.9,-0.092002777,-0.020610396,0.071392381,0.005096872,3.463901459
-5,-4.8,-1.05702055,-0.267150134,0.789870416,0.623895273,2.956653638
-4.9,-4.8,-1.066766873,-0.932433546,0.134333327,0.018045443,0.144067454
-4.8,-4.8,-1.005358177,0.105661489,1.111019666,1.234364699,10.51489693
-4.7,-4.8,-0.906653133,-0.28876403,0.617889103,0.381786943,2.139771712
-4.6,-4.8,-0.868145961,-0.860647976,0.007497985,5.62198E-05,0.008712023
-4.5,-4.8,-0.809555427,0.119919881,0.929475308,0.863924349,7.750802458
-4.4,-4.8,-0.748898021,0.16152212,0.910420141,0.828864833,5.636504405
-4.3,-4.8,-0.663692741,0.209550023,0.873242764,0.762552925,4.167228194
-4.2,-4.8,-0.430456807,-0.658141732,0.227684925,0.051840425,0.345951205
-4.1,-4.8,-0.105358532,-0.473499417,0.368140885,0.135527711,0.777489627
-4,-4.8,-0.48708732,-0.665234745,0.178147425,0.031736505,0.267796332
-3.9,-4.8,-0.637309965,-1.333259463,0.695949498,0.484345704,0.521991043
-3.8,-4.8,-0.734765748,-1.028133035,0.293367287,0.086064365,0.285339812
-3.7,-4.8,-0.732472165,-0.6185655,0.113906665,0.012974728,0.184146489
-3.6,-4.8,-0.739887989,-0.961935341,0.222047352,0.049305026,0.230833968
-3.5,-4.8,-0.686700478,-0.815116704,0.128416226,0.016490727,0.157543363
-3.4,-4.8,-0.613807696,-0.81768465,0.203876954,0.041565812,0.249334452
-3.3,-4.8,-0.532190432,-0.186417595,0.345772837,0.119558855,1.854829404
-3.2,-4.8,-0.495163105,-0.862242997,0.367079892,0.134747647,0.42572673
-3.1,-4.8,-0.648760259,-0.775262892,0.126502633,0.016002916,0.163173852
-3,-4.8,-0.856007213,-1.254321933,0.39831472,0.158654616,0.317553819
-2.9,-4.8,-0.783401161,-1.320006132,0.536604971,0.287944895,0.406517029
-2.8,-4.8,-0.797381312,-1.115702629,0.318321317,0.101328461,0.285310179
-2.7,-4.8,-0.651845297,-0.816841543,0.164996246,0.027223761,0.201992966
-2.6,-4.8,-0.1870576,0.158431962,0.345489562,0.119363037,2.180680951
-2.5,-4.8,0.49858455,0.750608385,0.252023835,0.063516014,0.335759419
-2.4,-4.8,0.298758869,1.037114739,0.73835587,0.54516939,0.711932674
-2.3,-4.8,0.053043021,0.500601053,0.447558032,0.200308192,0.894041332
-2.2,-4.8,0.047891055,-0.398986638,0.446877693,0.199699672,1.120031726
-2.1,-4.8,-0.043547268,0.157581478,0.201128746,0.040452772,1.27634763
-2,-4.8,-0.332125561,0.170057446,0.502183007,0.252187773,2.953019811
-1.9,-4.8,-0.491790515,-0.407609612,0.084180903,0.007086424,0.206523351
-1.8,-4.8,-0.496004323,-0.186909735,0.309094588,0.095539465,1.653710484
-1.7,-4.8,-0.439952804,-0.40578711,0.034165694,0.001167295,0.084196104
-1.6,-4.8,-0.371977452,-0.428133458,0.056156006,0.003153497,0.131164722
-1.5,-4.8,-0.271094147,-0.096564904,0.174529243,0.030460457,1.807377588
-1.4,-4.8,-0.088950322,-0.159676701,0.070726379,0.005002221,0.442934874
-1.3,-4.8,-0.013720066,0.19706665,0.210786716,0.04443104,1.069621452
-1.2,-4.8,-0.245640346,0.162935212,0.408575558,0.166933986,2.507595213
-1.1,-4.8,-0.362691547,0.101657838,0.464349385,0.215620351,4.56776766
-1,-4.8,-0.385739457,0.24427177,0.630011227,0.396914146,2.57914055
-0.9,-4.8,-0.363985999,0.290517718,0.654503717,0.428375116,2.252887437
-0.8,-4.8,-0.432994639,0.273919612,0.706914251,0.499727758,2.580736172
-0.7,-4.8,-0.525597542,0.491781294,1.017378836,1.035059697,2.068762779
-0.6,-4.8,-0.610930557,0.369840324,0.980770881,0.961911521,2.651876547
-0.5,-4.8,-0.642887141,0.068781041,0.711668182,0.506471602,10.34686553
-0.4,-4.8,-0.650022626,-0.455952078,0.194070548,0.037663378,0.425638038
-0.3,-4.8,-0.677227408,0.047502834,0.724730242,0.525233924,15.25656853
-0.2,-4.8,-0.722177692,-0.23801659,0.484161102,0.234411973,2.034148554
-0.1,-4.8,-0.725225056,-0.908096135,0.182871079,0.033441832,0.201378546
0,-4.8,-0.810905556,-2.034277916,1.22337236,1.496639932,0.601379168
0.1,-4.8,-0.990264015,-2.025028229,1.034764214,1.070736978,0.51098755
0.2,-4.8,-1.143449071,-1.234493971,0.0910449,0.008289174,0.073750786
0.3,-4.8,-1.283959462,-1.107807636,0.176151826,0.031029466,0.159009398
0.4,-4.8,-1.311441805,-1.612550497,0.301108692,0.090666444,0.186728225
0.5,-4.8,-1.68466302,-2.113304138,0.428641118,0.183733208,0.202829829
0.6,-4.8,-2.344391309,-2.470339298,0.125947989,0.015862896,0.050984085
0.7,-4.8,-2.25472822,-2.521166325,0.266438105,0.070989264,0.105680495
0.8,-4.8,-2.45505988,-2.542900324,0.087840444,0.007715944,0.034543408
0.9,-4.8,-2.430507469,-3.773694754,1.343187285,1.804152083,0.355934269
1,-4.8,-2.275711444,-4.297994614,2.02228317,4.089629222,0.470517847
1.1,-4.8,-2.170806626,-2.64609623,0.475289604,0.225900207,0.179619168
1.2,-4.8,-2.184875917,-2.007410765,0.177465152,0.03149388,0.088405002
1.3,-4.8,-2.056214887,-1.318250895,0.737963992,0.544590854,0.559805417
1.4,-4.8,-1.73746341,-1.454649687,0.282813723,0.079983602,0.194420503
1.5,-4.8,-1.398456053,-1.478363156,0.079907103,0.006385145,0.054051065
1.6,-4.8,-1.414563054,-1.032648921,0.381914133,0.145858405,0.36983928
1.7,-4.8,-1.332231034,-0.996007681,0.336223353,0.113046143,0.337571044
1.8,-4.8,-1.231134407,-1.229043126,0.002091281,4.37346E-06,0.001701552
1.9,-4.8,-1.06981926,-1.325330019,0.255510759,0.065285748,0.19279029
2,-4.8,-1.001921072,-1.046261668,0.044340596,0.001966088,0.042380026
2.1,-4.8,-1.077552112,-0.299766213,0.777785899,0.604950905,2.594641641
2.2,-4.8,-1.103694139,-0.764545143,0.339148996,0.115022041,0.443595776
2.3,-4.8,-1.051891306,-0.675305188,0.376586118,0.141817104,0.557653228
2.4,-4.8,-1.150889636,-0.327858299,0.823031337,0.677380582,2.510326381
2.5,-4.8,-1.628770936,-1.590466261,0.038304675,0.001467248,0.024083928
2.6,-4.8,-1.78115182,-2.133522034,0.352370214,0.124164768,0.165158929
2.7,-4.8,-1.862564202,-2.259706974,0.397142772,0.157722381,0.175749678
2.8,-4.8,-1.917058352,-2.2567904,0.339732048,0.115417865,0.150537705
2.9,-4.8,-2.038549227,-1.462819099,0.575730128,0.33146518,0.393575753
3,-4.8,-2.085716853,-2.22495532,0.139238467,0.019387351,0.062580343
3.1,-4.8,-1.809535965,-2.184569836,0.375033871,0.140650404,0.171674013
3.2,-4.8,-1.664625524,-2.523520231,0.858894707,0.737700118,0.340355784
3.3,-4.8,-1.579203377,-2.712105751,1.132902374,1.283467789,0.417720575
3.4,-4.8,-1.436367618,-1.819341183,0.382973565,0.146668751,0.210501234
3.5,-4.8,-1.250368177,-1.225733042,0.024635135,0.00060689,0.020098288
3.6,-4.8,-1.057861175,-0.536023617,0.521837558,0.272314437,0.973534638
3.7,-4.8,-0.968075745,-0.72449559,0.243580155,0.059331292,0.33620654
3.8,-4.8,-0.859506276,-0.733703256,0.12580302,0.0158264,0.17146308
3.9,-4.8,-0.505735142,-0.101214476,0.404520666,0.163636969,3.996668084
4,-4.8,-0.660032311,0.331431091,0.991463402,0.982999678,2.991461662
4.1,-4.8,-0.838717167,0.418305725,1.257022892,1.58010655,3.005033918
4.2,-4.8,-0.703377618,0.589401662,1.29277928,1.671278266,2.193375694
4.3,-4.8,-0.571297295,-0.034950476,0.536346819,0.28766791,15.34590885
4.4,-4.8,-0.649936485,-0.17224744,0.477689045,0.228186823,2.773272245
4.5,-4.8,-0.758235933,-0.890494168,0.132258235,0.017492241,0.148522292
4.6,-4.8,-0.819280499,-0.754689634,0.064590865,0.00417198,0.085585998
4.7,-4.8,-0.679449078,-0.333717465,0.345731613,0.119530348,1.036000958
4.8,-4.8,-0.445623421,-0.1797961,0.265827321,0.070664164,1.478493252
4.9,-4.8,-0.246281491,0.130262405,0.376543896,0.141785306,2.890656719
5,-4.8,-0.282841196,-0.705484629,0.422643433,0.178627471,0.599082412
-5,-4.7,-1.19765207,-0.301561683,0.896090387,0.802977981,2.971499489
-4.9,-4.7,-1.240498812,-0.599688351,0.640810461,0.410638047,1.068572467
-4.8,-4.7,-1.073045424,-0.399425328,0.673620096,0.453764033,1.686473161
-4.7,-4.7,-0.939836618,-0.478862733,0.460973885,0.212496923,0.962643057
-4.6,-4.7,-0.864593186,-0.226108789,0.638484397,0.407662326,2.823792919
-4.5,-4.7,-0.783930293,0.314798743,1.098729036,1.207205495,3.490258651
-4.4,-4.7,-0.736345631,-0.715247333,0.021098298,0.000445138,0.029497905
-4.3,-4.7,-0.741043981,-0.823747456,0.082703475,0.006839865,0.100399065
-4.2,-4.7,-0.703039423,-0.545753241,0.157286182,0.024738943,0.288200179
-4.1,-4.7,-0.770262505,-0.95017463,0.179912125,0.032368373,0.189346379
-4,-4.7,-0.754190485,-0.341095686,0.413094799,0.170647313,1.211081864
-3.9,-4.7,-0.707021426,-0.690227151,0.016794275,0.000282048,0.024331519
-3.8,-4.7,-0.718316003,-0.614566684,0.103749319,0.010763921,0.168817024
-3.7,-4.7,-0.829945919,-0.627697587,0.202248332,0.040904388,0.322206642
-3.6,-4.7,-0.845175205,-1.177663684,0.332488479,0.110548588,0.282328888
-3.5,-4.7,-0.742311089,-1.420196056,0.677884967,0.459528028,0.477317877
-3.4,-4.7,-0.704005843,-1.130621433,0.42661559,0.182000862,0.377328412
-3.3,-4.7,-0.703053764,-1.060347557,0.357293793,0.127658855,0.336959133
-3.2,-4.7,-0.742518294,-1.356415749,0.613897455,0.376870085,0.452587973
-3.1,-4.7,-0.789689884,-1.316386223,0.526696339,0.277409034,0.400107757
-3,-4.7,-0.799743641,-1.654227495,0.854483854,0.730142656,0.516545551
-2.9,-4.7,-0.757175956,-1.832120061,1.074944105,1.155504828,0.586721431
-2.8,-4.7,-0.686464085,-0.913545609,0.227081524,0.051566019,0.248571633
-2.7,-4.7,-0.553511681,-1.242901206,0.689389525,0.475257918,0.554661563
-2.6,-4.7,-0.300231551,-0.142788485,0.157443066,0.024788319,1.10263139
-2.5,-4.7,0.000223223,0.180782244,0.180559021,0.03260156,0.998765236
-2.4,-4.7,-0.002009024,0.490488857,0.492497881,0.242554163,1.004095962
-2.3,-4.7,-0.096390986,0.341517776,0.437908762,0.191764084,1.282242954
-2.2,-4.7,-0.042903521,0.30616799,0.349071511,0.12185092,1.140130655
-2.1,-4.7,-0.171251148,0.110798985,0.282050133,0.079552277,2.545602136
-2,-4.7,-0.676816256,-0.533584535,0.143231721,0.020515326,0.268433044
-1.9,-4.7,-0.851967497,-0.739043951,0.112923546,0.012751727,0.152796794
-1.8,-4.7,-0.6530091,-0.611324072,0.041685028,0.001737642,0.068188102
-1.7,-4.7,-0.496502104,-1.150748968,0.654246864,0.428038959,0.56854004
-1.6,-4.7,-0.394068206,-0.477655768,0.083587562,0.006986881,0.1749954
-1.5,-4.7,-0.318818845,-0.308890104,0.009928741,9.85799E-05,0.032143278
-1.4,-4.7,-0.259326182,-0.449190021,0.189863839,0.036048278,0.422680448
-1.3,-4.7,-0.259215203,-0.32546562,0.066250417,0.004389118,0.203555806
-1.2,-4.7,-0.338332448,0.702054441,1.040386889,1.082404878,1.481917681
