ÐòºÅ,dV_dDist
225,0.920229437
226,0.922312861
227,0.930702947
228,0.938762876
229,0.951604804
230,0.952262048
231,0.952262048
232,0.958793594
233,0.961589462
234,0.961589462
235,0.966081659
236,0.982366966
237,0.983487435
238,0.987959516
239,0.996756781
240,0.996756781
241,1.010606679
242,1.011452157
243,1.020070293
244,1.021373143
245,1.037803625
246,1.046393042
247,1.046393042
248,1.060273512
249,1.078072745
250,1.078072745
251,1.078606705
252,1.086724329
253,1.086724329
254,1.088414821
255,1.089609834
256,1.092399789
257,1.109929277
258,1.112011256
259,1.127049651
260,1.127049651
261,1.127055258
262,1.127055258
263,1.142065069
264,1.142065069
265,1.144256453
266,1.144256453
267,1.14948279
268,1.160967055
269,1.167051261
270,1.181122268
271,1.181122268
272,1.181300613
273,1.181300613
274,1.184218923
275,1.184218923
276,1.197442798
277,1.197442798
278,1.217391827
279,1.217391827
280,1.220925461
281,1.221966613
282,1.221966613
283,1.22469185
284,1.235887012
285,1.240560697
286,1.254089998
287,1.254089998
288,1.254419412
289,1.258412069
290,1.25856138
291,1.266021716
292,1.266021716
293,1.273578125
294,1.273578125
295,1.276266446
296,1.290206124
297,1.290206124
298,1.290631855
299,1.291296974
300,1.3008475
301,1.306700191
302,1.306700191
303,1.310293553
304,1.310293553
305,1.342621305
306,1.342621305
307,1.342725241
308,1.342725241
309,1.346881686
310,1.351731396
311,1.36177944
312,1.36177944
313,1.366175318
314,1.383244256
315,1.383244256
316,1.384737967
317,1.388604077
318,1.389376971
319,1.400398419
320,1.400398419
321,1.408991079
322,1.414847758
323,1.414847758
324,1.41899056
325,1.41899056
326,1.427279199
327,1.427279199
328,1.428615965
329,1.429833688
330,1.432043325
331,1.432909776
332,1.433924585
333,1.433924585
334,1.449266544
335,1.449266544
336,1.454922213
337,1.458299358
338,1.458520663
339,1.458703057
340,1.458703057
341,1.458914952
342,1.458914952
343,1.473777515
344,1.486780326
345,1.486843649
346,1.490576664
347,1.492911082
348,1.505399404
349,1.515528902
350,1.515528902
351,1.520396489
352,1.524242317
353,1.529487709
354,1.529487709
355,1.54195712
356,1.543592771
357,1.543592771
358,1.544640491
359,1.549347933
360,1.551771989
361,1.551771989
362,1.564514464
363,1.565440013
364,1.577856801
365,1.58110253
366,1.58110253
367,1.585673752
368,1.585673752
369,1.60468964
370,1.60468964
371,1.613725231
372,1.613725231
373,1.616683715
374,1.633825609
375,1.654393897
376,1.66789522
377,1.676687944
378,1.676687944
379,1.701032149
380,1.710940172
381,1.710940172
382,1.714403366
383,1.714403366
384,1.715174478
385,1.715174478
386,1.723113654
387,1.723113654
388,1.730508447
389,1.741926655
390,1.747878811
391,1.747878811
392,1.762483233
393,1.765034805
394,1.780647119
395,1.780647119
396,1.783726195
397,1.796447857
398,1.796447857
399,1.797680849
400,1.799275113
401,1.818506186
402,1.818506186
403,1.836367253
404,1.836367253
405,1.839029154
406,1.85239674
407,1.85239674
408,1.860399523
409,1.860490141
410,1.862567553
411,1.863798827
412,1.864270859
413,1.877455803
414,1.878138923
415,1.878138923
416,1.878642355
417,1.881218801
418,1.88191378
419,1.888783823
420,1.888783823
421,1.896504388
422,1.896739
423,1.90222889
424,1.90222889
425,1.904265421
426,1.904265421
427,1.908475782
428,1.908475782
429,1.909003104
430,1.909784437
431,1.909784437
432,1.920155069
433,1.920344657
434,1.920344657
435,1.930442465
436,1.930695586
437,1.968969687
438,1.982405516
439,1.982405516
440,1.983135413
441,1.983135413
442,1.992656543
443,1.995361621
444,1.995361621
445,2.025091924
446,2.025091924
447,2.037902744
448,2.037902744
449,2.038226012
450,2.056417226
451,2.056417226
452,2.061585506
453,2.061585506
454,2.064507265
455,2.090568459
456,2.090568459
457,2.091054145
458,2.091818205
459,2.091872134
460,2.100427208
461,2.100427208
462,2.108351008
463,2.11062587
464,2.11166547
465,2.135824211
466,2.147602714
467,2.16119375
468,2.173438644
469,2.185873483
470,2.200555081
471,2.200555081
472,2.202158167
473,2.202704251
474,2.202721077
475,2.224759207
476,2.227182123
477,2.232083473
478,2.2356741
479,2.239024714
480,2.239024714
481,2.241872367
482,2.247331434
483,2.250489982
484,2.250489982
485,2.260861222
486,2.260861222
487,2.264386945
488,2.264386945
489,2.267128332
490,2.267128332
491,2.270590224
492,2.270590224
493,2.281385866
494,2.318947045
495,2.322057635
496,2.322424638
497,2.322424638
498,2.323125917
499,2.330179589
500,2.330179589
501,2.33426881
502,2.343832077
503,2.351382957
504,2.351382957
505,2.361506092
506,2.361506092
507,2.388040536
508,2.390459834
509,2.391395196
510,2.395828753
511,2.399448042
512,2.399448042
513,2.409208657
514,2.409208657
515,2.421952283
516,2.433635706
517,2.43443012
518,2.441510472
519,2.441510472
520,2.466417576
521,2.466440145
522,2.468047347
523,2.468047347
524,2.492558687
525,2.493575491
526,2.493575491
527,2.502390287
528,2.502434859
529,2.502434859
530,2.504195586
531,2.504195586
532,2.506589517
533,2.507695612
534,2.518522174
535,2.518522174
536,2.519751455
537,2.519751455
538,2.535955791
539,2.535955791
540,2.536225429
541,2.536225429
542,2.54564983
543,2.54564983
544,2.55415347
545,2.556087692
546,2.564037453
547,2.579849387
548,2.579849387
549,2.594107107
550,2.612734017
551,2.618149329
552,2.627933792
553,2.64210604
554,2.64210604
555,2.644893497
556,2.660959877
557,2.663654873
558,2.670832179
559,2.696542838
560,2.70383223
561,2.705785816
562,2.706824849
563,2.706824849
564,2.709250363
565,2.709250363
566,2.720218654
567,2.720720614
568,2.725427705
569,2.730246676
570,2.744823703
571,2.744823703
572,2.777131199
573,2.784631299
574,2.784631299
575,2.799825913
576,2.799825913
577,2.799979627
578,2.800760637
579,2.801388215
580,2.803963128
581,2.808277453
582,2.808277453
583,2.819872465
584,2.837213071
585,2.856910302
586,2.891842036
587,2.891842036
588,2.893839381
589,2.893839381
590,2.910433706
591,2.910433706
592,2.912653442
593,2.914997803
594,2.914997803
595,2.925574879
596,2.928677781
597,2.928677781
598,2.931082991
599,2.935359912
600,2.936620194
601,2.936620194
602,2.951481807
603,2.957123358
604,2.957123358
605,2.974007762
606,2.975116808
607,2.975760615
608,2.978747657
609,2.978747657
610,2.982743897
611,2.983949281
612,2.986260211
613,2.990786618
614,2.990786618
615,2.99357231
616,3.00479734
617,3.00479734
618,3.0050754
619,3.005691778
620,3.005691778
621,3.011751196
622,3.011751196
623,3.019452265
624,3.047742426
625,3.047742426
626,3.050048049
627,3.068116132
628,3.077927836
629,3.0911928
630,3.091338285
631,3.091338285
632,3.097608007
633,3.101994307
634,3.105284996
635,3.109320931
636,3.109320931
637,3.131304585
638,3.135792063
639,3.144747922
640,3.144747922
641,3.151059221
642,3.177439605
643,3.192807468
644,3.192807468
645,3.200001042
646,3.200001042
647,3.201758321
648,3.201758321
649,3.208822284
650,3.208822284
651,3.21139403
652,3.223158881
653,3.223158881
654,3.232601044
655,3.23439599
656,3.23439599
657,3.242441449
658,3.247459152
659,3.248293717
660,3.248293717
661,3.252963793
662,3.252963793
663,3.253804022
664,3.253804022
665,3.254597398
666,3.254597398
667,3.267150922
668,3.27138604
669,3.27138604
670,3.278530352
671,3.2852413
672,3.286057443
673,3.289575863
674,3.316096308
675,3.326339954
676,3.353409983
677,3.353409983
678,3.364476282
679,3.366080784
680,3.369929996
681,3.371684788
682,3.376437244
683,3.386952141
684,3.386952141
685,3.3911944
686,3.427197107
687,3.443479593
688,3.462387097
689,3.462387097
690,3.478916501
691,3.528861887
692,3.551395056
693,3.558521595
694,3.56743158
695,3.573823
696,3.573823
697,3.577598488
698,3.577598488
699,3.587311932
700,3.611412316
701,3.611412316
702,3.656087868
703,3.682812058
704,3.682812058
705,3.693143544
706,3.693143544
707,3.695659444
708,3.69793236
709,3.69793236
710,3.767379794
711,3.791734232
712,3.795051682
713,3.795051682
714,3.802948152
715,3.832573674
716,3.833919043
717,3.838508057
718,3.839542186
719,3.840900068
720,3.840900068
721,3.85432245
722,3.85432245
723,3.855873676
724,3.865088389
725,3.8783541
726,3.8783541
727,3.897799798
728,3.914229407
729,3.922828188
730,3.935485421
731,3.935485421
732,3.971405212
733,3.9891719
734,3.9891719
735,4.023965792
736,4.023965792
737,4.060315199
738,4.062794764
739,4.062794764
740,4.073277409
741,4.073277409
742,4.087116872
743,4.087116872
744,4.115888503
745,4.128221582
746,4.163974271
747,4.182185776
748,4.1822433
749,4.184333978
750,4.217367763
751,4.235119486
752,4.235119486
753,4.237957934
754,4.237957934
755,4.243808325
756,4.243808325
757,4.2471171
758,4.2471171
759,4.268263504
760,4.279332814
761,4.279332814
762,4.283673608
763,4.288444441
764,4.306448375
765,4.306448375
766,4.311213137
767,4.316252129
768,4.342559876
769,4.400915789
770,4.433203044
771,4.461574855
772,4.461574855
773,4.477215318
774,4.477215318
775,4.482940758
776,4.482940758
777,4.483033663
778,4.489800343
779,4.489800343
780,4.498235053
781,4.504745351
782,4.518086666
783,4.558443247
784,4.558443247
785,4.570132915
786,4.585264849
787,4.585264849
788,4.587357919
789,4.605377382
790,4.605377382
791,4.619446278
792,4.627727261
793,4.630446574
794,4.690148671
795,4.738849386
796,4.74181066
797,4.7449869
798,4.763967486
799,4.8367739
800,4.8367739
801,4.836791851
802,4.849432218
803,4.849432218
804,4.874051906
805,4.874051906
806,4.915429878
807,4.924513765
808,4.9383401
809,4.959594035
810,4.965437362
811,4.965437362
812,4.966341011
813,4.985213931
814,4.992628258
815,5.001662121
816,5.001662121
817,5.003228088
818,5.024560292
819,5.03824579
820,5.03824579
821,5.05673999
822,5.05673999
823,5.119056757
824,5.139468794
825,5.159140557
826,5.16752751
827,5.192405019
828,5.192405019
829,5.223342785
830,5.223342785
831,5.236974305
832,5.236974305
833,5.245447118
834,5.252330072
835,5.252330072
836,5.256377369
837,5.281764694
838,5.286957223
839,5.319118332
840,5.319118332
841,5.323955774
842,5.343075925
843,5.35456286
844,5.407703285
845,5.407703285
846,5.454940495
847,5.458366253
848,5.458366253
849,5.463356558
850,5.463356558
851,5.483830886
852,5.483830886
853,5.49187143
854,5.49187143
855,5.530183568
856,5.530183568
857,5.531951389
858,5.531951389
859,5.542338249
860,5.542338249
861,5.547792799
862,5.554668524
863,5.554668524
864,5.571781312
865,5.583245318
866,5.583245318
867,5.589437435
868,5.589437435
869,5.593970643
870,5.615834369
871,5.64242515
872,5.65596211
873,5.744424633
874,5.744424633
875,5.761208742
876,5.766233035
877,5.802886785
878,5.802886785
879,5.824493681
880,5.864878862
881,5.873602972
882,5.896507473
883,5.896507473
884,5.9546471
885,5.9546471
886,5.96459815
887,5.989607326
888,5.989607326
889,6.078852013
890,6.129921805
891,6.129921805
892,6.153352411
893,6.177637159
894,6.178883861
895,6.178883861
896,6.203075171
897,6.203075171
898,6.290098121
899,6.290156331
900,6.290156331
901,6.32811674
902,6.32811674
903,6.335174354
904,6.345415128
905,6.375489634
906,6.375489634
907,6.465288595
908,6.465288595
909,6.592684747
910,6.592684747
911,6.73228599
912,6.73228599
913,6.859541017
914,6.8629503
915,6.870146659
916,6.931625378
917,6.931625378
918,7.055682974
919,7.055682974
920,7.06719169
921,7.06719169
922,7.1173906
923,7.134554675
924,7.233796612
925,7.2811366
926,7.2811366
927,7.400832546
928,7.402811535
929,7.452990579
930,7.453013668
931,7.526607912
932,7.548516026
933,7.548516026
934,7.562074079
935,7.603909658
936,7.652856634
937,7.652856634
938,7.686061855
939,7.686061855
940,7.746674159
941,7.746674159
942,7.786025009
943,7.786025009
944,7.7892542
945,7.830362096
946,7.830362096
947,7.9232215
948,7.9232215
949,8.014557593
950,8.0308914
951,8.131895017
952,8.225875272
953,8.225875272
954,8.231697316
955,8.316283294
956,8.316283294
957,8.351657682
958,8.351657682
959,8.394658827
960,8.394658827
961,8.469742721
962,8.469742721
963,8.560154681
964,8.56386731
965,8.56386731
966,8.62414442
967,8.62414442
968,8.678558516
969,8.678558516
970,8.687319777
971,8.687319777
972,8.716317448
973,8.716317448
974,8.753823268
975,8.984195981
976,8.984195981
977,9.033288004
978,9.033288004
979,9.219462921
980,9.301683683
981,9.301683683
982,9.446634616
983,9.565309713
984,9.565309713
985,9.7972155
986,9.7972155
987,9.917101202
988,9.917101202
989,10.02377599
990,10.1812124
991,10.1812124
992,10.2237701
993,10.417366
994,10.417366
995,10.43649103
996,10.43649103
997,10.63721455
998,10.63721455
999,11.33426537
1000,12.42369415
1001,12.7545834
1002,13.7513638
1003,14.00063635
1004,14.5301581
1005,14.5301581
1006,15.3702021
1007,15.5704499
1008,15.5704499
1009,16.54733357
1010,16.54733357
1011,16.73725845
1012,16.73725845
1013,16.8514251
1014,16.8514251
1015,17.051673
1016,17.051673
1017,17.4410105
1018,17.7935362
1019,18.2624578
1020,18.2624578
1021,20.5904484
1022,20.5904484
1023,20.8496332
1024,22.1057176
1025,23.2694865
1026,23.2694865
1027,23.9111185
1028,25.4145384
1029,25.4145384
1030,26.17319299
1031,26.45547561
1032,27.1651745
1033,27.2446633
1034,27.7705669
1035,27.7705669
1036,28.1820774
1037,28.1820774
1038,29.3676138
1039,29.3676138
1040,30.6451083
1041,30.6451083
1042,31.7091227
1043,31.7091227
1044,32.6312065
1045,32.6312065
1046,33.2987785
1047,33.2987785
1048,34.1594935
1049,34.2455148
1050,34.2455148
1051,36.69367009
1052,37.8539562
1053,37.8539562
1054,38.0216599
1055,38.0216599
1056,38.4225726
1057,40.3706551
1058,42.44894031
1059,42.44894031
1060,51.77578496
1061,55.3689479
