ÐòºÅ,dV_dDist
225,0.952262048
226,0.952262048
227,0.958793594
228,0.961589462
229,0.961589462
230,0.966081659
231,0.982366966
232,0.983487435
233,0.987959516
234,0.996756781
235,0.996756781
236,1.010606679
237,1.011452157
238,1.020070293
239,1.021373143
240,1.037803625
241,1.046393042
242,1.046393042
243,1.060273512
244,1.078072745
245,1.078072745
246,1.078606705
247,1.086724329
248,1.086724329
249,1.088414821
250,1.089609834
251,1.092399789
252,1.109929277
253,1.112011256
254,1.127049651
255,1.127049651
256,1.127055258
257,1.127055258
258,1.142065069
259,1.142065069
260,1.144256453
261,1.144256453
262,1.14948279
263,1.160967055
264,1.167051261
265,1.181122268
266,1.181122268
267,1.181300613
268,1.181300613
269,1.184218923
270,1.184218923
271,1.197442798
272,1.197442798
273,1.217391827
274,1.217391827
275,1.220925461
276,1.221966613
277,1.221966613
278,1.22469185
279,1.235887012
280,1.240560697
281,1.254089998
282,1.254089998
283,1.254419412
284,1.258412069
285,1.25856138
286,1.266021716
287,1.266021716
288,1.273578125
289,1.273578125
290,1.276266446
291,1.290206124
292,1.290206124
293,1.290631855
294,1.291296974
295,1.306700191
296,1.306700191
297,1.310293553
298,1.310293553
299,1.342621305
300,1.342621305
301,1.342725241
302,1.342725241
303,1.346881686
304,1.351731396
305,1.36177944
306,1.36177944
307,1.366175318
308,1.383244256
309,1.383244256
310,1.384737967
311,1.388604077
312,1.389376971
313,1.400398419
314,1.400398419
315,1.408991079
316,1.414847758
317,1.414847758
318,1.41899056
319,1.41899056
320,1.427279199
321,1.427279199
322,1.428615965
323,1.429833688
324,1.432043325
325,1.432909776
326,1.433924585
327,1.433924585
328,1.449266544
329,1.449266544
330,1.454922213
331,1.458299358
332,1.458520663
333,1.458703057
334,1.458703057
335,1.458914952
336,1.458914952
337,1.473777515
338,1.486780326
339,1.486843649
340,1.490576664
341,1.492911082
342,1.505399404
343,1.515528902
344,1.515528902
345,1.520396489
346,1.524242317
347,1.529487709
348,1.529487709
349,1.54195712
350,1.543592771
351,1.543592771
352,1.544640491
353,1.549347933
354,1.551771989
355,1.551771989
356,1.564514464
357,1.565440013
358,1.577856801
359,1.58110253
360,1.58110253
361,1.585673752
362,1.585673752
363,1.60468964
364,1.60468964
365,1.613725231
366,1.613725231
367,1.616683715
368,1.633825609
369,1.654393897
370,1.66789522
371,1.676687944
372,1.676687944
373,1.701032149
374,1.710940172
375,1.710940172
376,1.714403366
377,1.714403366
378,1.715174478
379,1.715174478
380,1.723113654
381,1.723113654
382,1.730508447
383,1.741926655
384,1.747878811
385,1.747878811
386,1.762483233
387,1.765034805
388,1.780647119
389,1.780647119
390,1.783726195
391,1.796447857
392,1.796447857
393,1.797680849
394,1.799275113
395,1.818506186
396,1.818506186
397,1.836367253
398,1.836367253
399,1.839029154
400,1.85239674
401,1.85239674
402,1.860399523
403,1.860490141
404,1.862567553
405,1.863798827
406,1.864270859
407,1.877455803
408,1.878138923
409,1.878138923
410,1.878642355
411,1.881218801
412,1.88191378
413,1.888783823
414,1.888783823
415,1.896504388
416,1.90222889
417,1.90222889
418,1.904265421
419,1.904265421
420,1.908475782
421,1.908475782
422,1.909003104
423,1.909784437
424,1.909784437
425,1.920155069
426,1.920344657
427,1.920344657
428,1.930442465
429,1.930695586
430,1.968969687
431,1.982405516
432,1.982405516
433,1.983135413
434,1.983135413
435,1.992656543
436,1.995361621
437,1.995361621
438,2.025091924
439,2.025091924
440,2.037902744
441,2.037902744
442,2.038226012
443,2.056417226
444,2.056417226
445,2.061585506
446,2.061585506
447,2.064507265
448,2.090568459
449,2.090568459
450,2.091054145
451,2.091818205
452,2.091872134
453,2.100427208
454,2.100427208
455,2.108351008
456,2.11062587
457,2.11166547
458,2.135824211
459,2.147602714
460,2.16119375
461,2.173438644
462,2.185873483
463,2.200555081
464,2.200555081
465,2.202158167
466,2.202704251
467,2.202721077
468,2.224759207
469,2.227182123
470,2.232083473
471,2.2356741
472,2.239024714
473,2.239024714
474,2.241872367
475,2.247331434
476,2.250489982
477,2.250489982
478,2.260861222
479,2.260861222
480,2.264386945
481,2.264386945
482,2.267128332
483,2.267128332
484,2.270590224
485,2.270590224
486,2.281385866
487,2.318947045
488,2.322057635
489,2.322424638
490,2.322424638
491,2.323125917
492,2.330179589
493,2.330179589
494,2.33426881
495,2.343832077
496,2.351382957
497,2.351382957
498,2.361506092
499,2.361506092
500,2.388040536
501,2.390459834
502,2.391395196
503,2.395828753
504,2.399448042
505,2.399448042
506,2.409208657
507,2.409208657
508,2.421952283
509,2.433635706
510,2.43443012
511,2.441510472
512,2.441510472
513,2.466417576
514,2.466440145
515,2.468047347
516,2.468047347
517,2.492558687
518,2.493575491
519,2.493575491
520,2.502390287
521,2.502434859
522,2.502434859
523,2.504195586
524,2.504195586
525,2.506589517
526,2.507695612
527,2.518522174
528,2.518522174
529,2.519751455
530,2.519751455
531,2.535955791
532,2.535955791
533,2.536225429
534,2.536225429
535,2.54564983
536,2.54564983
537,2.55415347
538,2.556087692
539,2.564037453
540,2.579849387
541,2.579849387
542,2.594107107
543,2.601607142
544,2.612734017
545,2.618149329
546,2.627933792
547,2.64210604
548,2.64210604
549,2.644893497
550,2.660959877
551,2.663654873
552,2.670832179
553,2.696542838
554,2.70383223
555,2.705785816
556,2.706824849
557,2.706824849
558,2.709250363
559,2.709250363
560,2.720218654
561,2.720720614
562,2.725427705
563,2.730246676
564,2.744823703
565,2.744823703
566,2.777131199
567,2.784631299
568,2.784631299
569,2.799825913
570,2.799825913
571,2.799979627
572,2.800760637
573,2.801388215
574,2.803963128
575,2.808277453
576,2.808277453
577,2.819872465
578,2.837213071
579,2.856910302
580,2.891842036
581,2.891842036
582,2.893839381
583,2.893839381
584,2.910433706
585,2.910433706
586,2.912653442
587,2.914997803
588,2.914997803
589,2.925574879
590,2.928677781
591,2.928677781
592,2.931082991
593,2.935359912
594,2.936620194
595,2.936620194
596,2.951481807
597,2.957123358
598,2.957123358
599,2.974007762
600,2.975116808
601,2.975760615
602,2.978747657
603,2.978747657
604,2.982743897
605,2.983949281
606,2.986260211
607,2.990786618
608,2.990786618
609,2.99357231
610,3.00479734
611,3.00479734
612,3.005691778
613,3.005691778
614,3.011751196
615,3.011751196
616,3.019452265
617,3.047742426
618,3.047742426
619,3.050048049
620,3.068116132
621,3.077927836
622,3.0911928
623,3.091338285
624,3.091338285
625,3.097608007
626,3.101994307
627,3.105284996
628,3.109320931
629,3.109320931
630,3.131304585
631,3.135792063
632,3.144747922
633,3.144747922
634,3.151059221
635,3.177439605
636,3.192807468
637,3.192807468
638,3.200001042
639,3.200001042
640,3.201758321
641,3.201758321
642,3.208822284
643,3.208822284
644,3.21139403
645,3.223158881
646,3.223158881
647,3.232601044
648,3.23439599
649,3.23439599
650,3.242441449
651,3.247459152
652,3.248293717
653,3.248293717
654,3.252963793
655,3.252963793
656,3.253804022
657,3.253804022
658,3.254597398
659,3.254597398
660,3.267150922
661,3.27138604
662,3.27138604
663,3.278530352
664,3.2852413
665,3.286057443
666,3.289575863
667,3.316096308
668,3.326339954
669,3.353409983
670,3.353409983
671,3.364476282
672,3.366080784
673,3.369929996
674,3.371684788
675,3.376437244
676,3.386952141
677,3.386952141
678,3.427197107
679,3.443479593
680,3.462387097
681,3.462387097
682,3.478916501
683,3.528861887
684,3.551395056
685,3.558521595
686,3.56743158
687,3.577598488
688,3.577598488
689,3.587311932
690,3.611412316
691,3.611412316
692,3.656087868
693,3.682812058
694,3.682812058
695,3.693143544
696,3.693143544
697,3.695659444
698,3.69793236
699,3.69793236
700,3.767379794
701,3.791734232
702,3.795051682
703,3.795051682
704,3.802948152
705,3.832573674
706,3.833919043
707,3.838508057
708,3.839542186
709,3.840900068
710,3.840900068
711,3.85432245
712,3.85432245
713,3.855873676
714,3.865088389
715,3.8783541
716,3.8783541
717,3.897799798
718,3.914229407
719,3.922828188
720,3.935485421
721,3.935485421
722,3.971405212
723,4.023965792
724,4.023965792
725,4.060315199
726,4.062794764
727,4.062794764
728,4.073277409
729,4.073277409
730,4.087116872
731,4.087116872
732,4.115888503
733,4.128221582
734,4.163974271
735,4.182185776
736,4.184333978
737,4.217367763
738,4.235119486
739,4.235119486
740,4.237957934
741,4.237957934
742,4.243808325
743,4.243808325
744,4.268263504
745,4.279332814
746,4.279332814
747,4.283673608
748,4.288444441
749,4.306448375
750,4.306448375
751,4.311213137
752,4.316252129
753,4.342559876
754,4.400915789
755,4.433203044
756,4.461574855
757,4.461574855
758,4.477215318
759,4.477215318
760,4.482940758
761,4.482940758
762,4.483033663
763,4.489800343
764,4.489800343
765,4.498235053
766,4.504745351
767,4.518086666
768,4.558443247
769,4.558443247
770,4.570132915
771,4.585264849
772,4.585264849
773,4.587357919
774,4.605377382
775,4.605377382
776,4.619446278
777,4.627727261
778,4.630446574
779,4.690148671
780,4.738849386
781,4.74181066
782,4.7449869
783,4.763967486
784,4.849432218
785,4.849432218
786,4.874051906
787,4.874051906
788,4.915429878
789,4.924513765
790,4.959594035
791,4.965437362
792,4.965437362
793,4.966341011
794,4.985213931
795,4.992628258
796,5.001662121
797,5.001662121
798,5.003228088
799,5.024560292
800,5.03824579
801,5.03824579
802,5.05673999
803,5.05673999
804,5.119056757
805,5.139468794
806,5.159140557
807,5.16752751
808,5.192405019
809,5.192405019
810,5.223342785
811,5.223342785
812,5.236974305
813,5.236974305
814,5.245447118
815,5.252330072
816,5.252330072
817,5.256377369
818,5.281764694
819,5.286957223
820,5.319118332
821,5.319118332
822,5.323955774
823,5.339400302
824,5.343075925
825,5.35456286
826,5.401724157
827,5.407703285
828,5.407703285
829,5.454940495
830,5.458366253
831,5.458366253
832,5.463356558
833,5.463356558
834,5.483830886
835,5.483830886
836,5.49187143
837,5.49187143
838,5.530183568
839,5.530183568
840,5.531951389
841,5.531951389
842,5.542338249
843,5.542338249
844,5.547792799
845,5.554668524
846,5.554668524
847,5.571781312
848,5.583245318
849,5.583245318
850,5.589437435
851,5.589437435
852,5.593970643
853,5.64242515
854,5.65596211
855,5.744424633
856,5.744424633
857,5.761208742
858,5.766233035
859,5.802886785
860,5.802886785
861,5.824493681
862,5.873602972
863,5.895098478
864,5.896507473
865,5.896507473
866,5.96459815
867,5.989607326
868,5.989607326
869,6.129921805
870,6.129921805
871,6.153352411
872,6.177637159
873,6.178883861
874,6.178883861
875,6.203075171
876,6.203075171
877,6.290098121
878,6.290156331
879,6.290156331
880,6.32811674
881,6.32811674
882,6.335174354
883,6.345415128
884,6.375489634
885,6.375489634
886,6.465288595
887,6.465288595
888,6.592684747
889,6.592684747
890,6.73228599
891,6.73228599
892,6.859541017
893,6.870146659
894,6.931625378
895,6.931625378
896,7.055682974
897,7.055682974
898,7.06719169
899,7.06719169
900,7.134554675
901,7.233796612
902,7.402811535
903,7.452990579
904,7.453013668
905,7.526607912
906,7.548516026
907,7.548516026
908,7.562074079
909,7.603909658
910,7.652856634
911,7.652856634
912,7.686061855
913,7.686061855
914,7.746674159
915,7.746674159
916,7.786025009
917,7.786025009
918,7.830362096
919,7.830362096
920,8.014557593
921,8.131895017
922,8.225875272
923,8.225875272
924,8.231697316
925,8.316283294
926,8.316283294
927,8.351657682
928,8.351657682
929,8.394658827
930,8.394658827
931,8.469742721
932,8.469742721
933,8.560154681
934,8.56386731
935,8.56386731
936,8.62414442
937,8.62414442
938,8.678558516
939,8.678558516
940,8.687319777
941,8.687319777
942,8.716317448
943,8.716317448
944,8.753823268
945,8.984195981
946,8.984195981
947,9.033288004
948,9.033288004
949,9.301683683
950,9.301683683
951,9.565309713
952,9.565309713
953,9.917101202
954,9.917101202
955,10.02377599
956,10.43649103
957,10.43649103
958,10.63721455
959,10.63721455
960,16.54733357
961,16.54733357
