ÐòºÅ,self_density,log10_self_sp
94,0.003377758,-2.471371419
95,0.003384218,-2.470541677
96,0.003400879,-2.468408861
97,0.004007754,-2.397098907
98,0.004061566,-2.391306511
99,0.00450075,-2.346715101
100,0.004760998,-2.322302016
101,0.00477121,-2.32137144
102,0.004786803,-2.31995446
103,0.025371323,-1.595656879
104,0.025468674,-1.593993669
105,0.026028496,-1.584550929
106,0.026362367,-1.579015604
107,0.026401816,-1.578366203
108,0.026415034,-1.578148824
109,0.0264195,-1.578075399
110,0.026437894,-1.577773137
111,0.026531316,-1.576241215
112,0.026563131,-1.575720732
113,0.026729845,-1.573003555
114,0.02703808,-1.568024159
115,0.027048672,-1.567854055
116,0.027182505,-1.56571052
117,0.027224101,-1.565046454
118,0.027302413,-1.563798969
119,0.027386034,-1.562470857
120,0.027400461,-1.562242132
121,0.027420372,-1.561926657
122,0.027590067,-1.55924725
123,0.027621431,-1.558753827
124,0.027629453,-1.558627711
125,0.027652275,-1.558269125
126,0.027737114,-1.556938729
127,0.027871988,-1.554832061
128,0.027910985,-1.554224844
129,0.02806933,-1.551767957
130,0.028077172,-1.551646642
131,0.028206935,-1.549644104
132,0.028284993,-1.548443922
133,0.02853203,-1.544667332
134,0.028639756,-1.543030687
135,0.028812773,-1.540414941
136,0.028907238,-1.538993402
137,0.028966616,-1.538102236
138,0.029218748,-1.534338402
139,0.029239082,-1.534036267
140,0.029556795,-1.529342655
141,0.02964168,-1.52809718
142,0.029845014,-1.525128218
143,0.029919746,-1.524042103
144,0.030004908,-1.522807696
145,0.030019718,-1.52259339
146,0.030110278,-1.521285235
147,0.030309169,-1.518425971
148,0.030547629,-1.515022489
149,0.030562201,-1.514815369
150,0.030568671,-1.514723442
151,0.030630741,-1.513842495
152,0.030703175,-1.512816707
153,0.030881915,-1.510295773
154,0.030970933,-1.509045715
155,0.031044314,-1.508017926
156,0.031073435,-1.507610735
157,0.031110761,-1.507089366
158,0.031154056,-1.506485409
159,0.031173719,-1.506211385
160,0.031204608,-1.505781263
161,0.031214977,-1.505636979
162,0.031262247,-1.504979811
163,0.031313782,-1.504264469
164,0.031341227,-1.503884012
165,0.031368243,-1.503509802
166,0.031387684,-1.503240729
167,0.031446406,-1.502428978
168,0.031495032,-1.50175794
169,0.031523506,-1.501365485
170,0.031563671,-1.500812496
171,0.031592446,-1.500416742
172,0.031601011,-1.500299027
173,0.03163094,-1.499887906
174,0.031676477,-1.49926312
175,0.031735876,-1.498449513
176,0.031783675,-1.497795895
177,0.031818649,-1.497318268
178,0.031856361,-1.496803837
179,0.031872083,-1.496589549
180,0.031913912,-1.496019954
181,0.031965868,-1.495313499
182,0.031972951,-1.495217281
183,0.032049388,-1.494180255
184,0.032068086,-1.493926955
185,0.032103413,-1.4934488
186,0.032107222,-1.493397265
187,0.032146066,-1.492872172
188,0.032172155,-1.492519844
189,0.032196658,-1.492189199
190,0.032270094,-1.491199775
191,0.032288219,-1.49095591
192,0.032309031,-1.49067607
193,0.032336631,-1.490305226
194,0.032359847,-1.48999354
195,0.032366354,-1.489906225
196,0.032424555,-1.489125974
197,0.032473342,-1.488473014
198,0.032478888,-1.488398849
199,0.032562551,-1.487281584
200,0.03260218,-1.486753363
201,0.032613582,-1.486601506
202,0.032717011,-1.485226381
203,0.032717541,-1.485219344
204,0.032810572,-1.483986193
205,0.032810909,-1.483981738
206,0.032831433,-1.483710166
207,0.03284706,-1.483503499
208,0.03292389,-1.482488864
209,0.032954064,-1.482091017
210,0.033004303,-1.481429436
211,0.033054698,-1.480766801
212,0.033076602,-1.480479117
213,0.033110865,-1.480029477
214,0.03317625,-1.479172699
215,0.03318364,-1.479075976
216,0.033189602,-1.47899795
217,0.033230332,-1.478465315
218,0.033315091,-1.477359002
219,0.033329431,-1.4771721
220,0.033353966,-1.476852521
221,0.033411433,-1.476104895
222,0.033645272,-1.473075954
223,0.033729546,-1.47198951
224,0.033800899,-1.471071745
225,0.0338235,-1.470781454
226,0.033883819,-1.470007643
227,0.033888502,-1.469947633
228,0.033890198,-1.469925888
229,0.034081214,-1.467484941
230,0.034119061,-1.467002934
231,0.034159677,-1.466486238
232,0.034172994,-1.466316969
233,0.03430626,-1.464626622
234,0.034309188,-1.464589557
235,0.034514176,-1.462002489
236,0.034532629,-1.461770355
237,0.034620468,-1.460667062
238,0.034625479,-1.460604206
239,0.034664716,-1.460112357
240,0.034672468,-1.46001525
241,0.034757638,-1.458949749
242,0.034814312,-1.458242179
243,0.034916098,-1.456974292
244,0.034932289,-1.456772955
245,0.034965853,-1.456355868
246,0.034975565,-1.456235259
247,0.034980101,-1.456178942
248,0.035112782,-1.454534758
249,0.035139191,-1.454208239
250,0.035149133,-1.454085387
251,0.035249576,-1.452846099
252,0.035262536,-1.452686458
253,0.035293256,-1.452308268
254,0.035456939,-1.450298765
255,0.035479766,-1.450019247
256,0.035536081,-1.449330466
257,0.0355561,-1.449085885
258,0.035569582,-1.448921239
259,0.035575932,-1.448843717
260,0.035578415,-1.4488134
261,0.035580358,-1.448789684
262,0.035590709,-1.448663358
263,0.035619676,-1.448310029
264,0.035639509,-1.448068292
265,0.035667142,-1.447731691
266,0.035709698,-1.447213818
267,0.035716752,-1.447128039
268,0.035802822,-1.446082745
269,0.035807152,-1.446030224
270,0.035809183,-1.446005588
271,0.035813647,-1.445951449
272,0.035817121,-1.445909323
273,0.035819245,-1.445883568
274,0.035941496,-1.444403856
275,0.035968283,-1.444080294
276,0.036008832,-1.44359096
277,0.036016408,-1.443499604
278,0.036047981,-1.443119056
279,0.036052849,-1.443060407
280,0.036056778,-1.443013079
281,0.036199227,-1.441300698
282,0.03624967,-1.440695949
283,0.036287883,-1.440238372
284,0.036294822,-1.440155334
285,0.03630522,-1.440030922
286,0.036342834,-1.439581211
287,0.036389338,-1.439025841
288,0.036453322,-1.438262888
289,0.036469639,-1.438068537
290,0.036492207,-1.437799867
291,0.036511736,-1.437567516
292,0.036542606,-1.437200488
293,0.03656859,-1.436891782
294,0.036570298,-1.436871499
295,0.036571182,-1.436861009
296,0.036582815,-1.436722885
297,0.03662261,-1.436250709
298,0.036661869,-1.435785398
299,0.036662056,-1.435783186
300,0.036690865,-1.43544205
301,0.036705635,-1.435267256
302,0.036718852,-1.435110904
303,0.036728818,-1.434993051
304,0.036741287,-1.43484564
305,0.036806857,-1.434071271
306,0.036838819,-1.4336943
307,0.036942911,-1.432468884
308,0.036946594,-1.432425589
309,0.036986797,-1.431953281
310,0.037002736,-1.431766163
311,0.037054146,-1.431163188
312,0.037065155,-1.431034174
313,0.037139905,-1.430159217
314,0.037144598,-1.430104334
315,0.037165961,-1.429854635
316,0.037181665,-1.429671167
317,0.037190665,-1.429566057
318,0.037208736,-1.429355084
319,0.037217415,-1.429253791
320,0.037272609,-1.428610203
321,0.037288739,-1.428422302
322,0.03729723,-1.428323423
323,0.037299391,-1.428298258
324,0.037325484,-1.427994547
325,0.037325606,-1.427993133
326,0.037366372,-1.427519072
327,0.037373394,-1.427437466
328,0.037384533,-1.427308037
329,0.037393457,-1.427204384
330,0.037394591,-1.427191218
331,0.037431209,-1.426766147
332,0.037433923,-1.426734661
333,0.037486056,-1.426130248
334,0.037513608,-1.425811162
335,0.0375181,-1.425759167
336,0.037606621,-1.424735691
337,0.037610533,-1.424690516
338,0.037621448,-1.424564494
339,0.037628517,-1.424482897
340,0.037631624,-1.424447037
341,0.037640202,-1.424348051
342,0.037647901,-1.424259237
343,0.037664454,-1.424068319
344,0.037707119,-1.423576645
345,0.03775103,-1.423071195
346,0.037769734,-1.422856074
347,0.037773658,-1.42281096
348,0.037788216,-1.422643607
349,0.037832562,-1.422134244
350,0.037899798,-1.421363107
351,0.037908017,-1.42126893
352,0.037912621,-1.421216196
353,0.037965426,-1.420611727
354,0.038024611,-1.419935217
355,0.038069762,-1.419419842
356,0.038105917,-1.419007585
357,0.038183969,-1.418118933
358,0.03819222,-1.418025099
359,0.038326027,-1.416506202
360,0.038369969,-1.416008549
361,0.03837937,-1.415902156
362,0.038397687,-1.415694933
363,0.038423275,-1.41540562
364,0.038482837,-1.414732922
365,0.038599709,-1.413415973
366,0.038618263,-1.413207259
367,0.038629908,-1.413076327
368,0.038641661,-1.412944211
369,0.038684686,-1.41246092
370,0.038747012,-1.411761784
371,0.038840652,-1.410713486
372,0.038860316,-1.410493676
373,0.03888313,-1.410238787
374,0.038885795,-1.410209018
375,0.038886429,-1.410201933
376,0.038931052,-1.409703861
377,0.039061204,-1.408254374
378,0.039073085,-1.408122299
379,0.039085939,-1.407979446
380,0.039100726,-1.407815184
381,0.039107782,-1.407736809
382,0.039120556,-1.407594982
383,0.039140798,-1.407370326
384,0.03915541,-1.407208219
385,0.039225872,-1.406427389
386,0.039255961,-1.406094389
387,0.039372027,-1.404812231
388,0.039372333,-1.404808854
389,0.039381372,-1.404709162
390,0.039398197,-1.404523656
391,0.03943349,-1.404134786
392,0.039458493,-1.403859505
393,0.039498706,-1.403417133
394,0.039524187,-1.403137051
395,0.039541561,-1.402946195
396,0.039558674,-1.402758274
397,0.0395838,-1.402482514
398,0.039610677,-1.402187737
399,0.039613014,-1.402162116
400,0.039613794,-1.402153563
401,0.039668404,-1.401555275
402,0.039673048,-1.401504427
403,0.039701578,-1.40119223
404,0.039729418,-1.400887794
405,0.039753774,-1.400621631
406,0.039771511,-1.400427908
407,0.03979462,-1.400175642
408,0.039799701,-1.400120195
409,0.039799874,-1.400118306
410,0.039811481,-1.399991661
411,0.039824655,-1.399847977
412,0.039828707,-1.399803787
413,0.039877906,-1.399267656
414,0.039973781,-1.398224766
415,0.040001671,-1.397921871
416,0.040065175,-1.397232958
417,0.040127805,-1.396554597
418,0.040166359,-1.396137529
419,0.040186614,-1.395918585
420,0.040196666,-1.395809962
421,0.040197937,-1.395796231
422,0.040235046,-1.395395495
423,0.040248425,-1.395251114
424,0.040287061,-1.394834416
425,0.040310507,-1.394581737
426,0.040335525,-1.394312282
427,0.040340306,-1.394260811
428,0.040355748,-1.3940946
429,0.040359545,-1.394053738
430,0.040360569,-1.394042718
431,0.040363083,-1.394015674
432,0.040370349,-1.393937499
433,0.04037792,-1.393856057
434,0.040410302,-1.393507905
435,0.04041306,-1.393478262
436,0.040496349,-1.392584131
437,0.040514573,-1.392388739
438,0.040529742,-1.392226159
439,0.040606488,-1.391404573
440,0.040706825,-1.390332769
441,0.040715247,-1.390242926
442,0.040716919,-1.390225097
443,0.040729422,-1.390091756
444,0.040768793,-1.389672141
445,0.040769123,-1.389668634
446,0.040792745,-1.389417074
447,0.040824131,-1.389083046
448,0.040894423,-1.388335911
449,0.040900624,-1.388270067
450,0.040933725,-1.387918732
451,0.040993395,-1.387286109
452,0.041011752,-1.387091681
453,0.041042415,-1.386767091
454,0.041073491,-1.386438381
455,0.041096649,-1.38619359
456,0.04111131,-1.386038685
457,0.041193238,-1.38517407
458,0.041196711,-1.38513746
459,0.041218812,-1.38490453
460,0.041246353,-1.384614448
461,0.041250145,-1.384574517
462,0.04126567,-1.384411101
463,0.041337986,-1.383650688
464,0.041437181,-1.382609802
465,0.041444388,-1.382534265
466,0.041461699,-1.38235291
467,0.041491327,-1.382042673
468,0.041516941,-1.381774658
469,0.04173475,-1.379502184
470,0.041768697,-1.379149073
471,0.041791013,-1.378917099
472,0.041881774,-1.377974928
473,0.041918432,-1.377594967
474,0.041938076,-1.377391495
475,0.041947975,-1.377288995
476,0.041957214,-1.377193356
477,0.041985086,-1.376904948
478,0.042000982,-1.376740559
479,0.042037868,-1.376359322
480,0.042074237,-1.375983746
481,0.042088085,-1.375840831
482,0.042146292,-1.375240628
483,0.042188511,-1.374805807
484,0.042208622,-1.374598826
485,0.042233444,-1.374343502
486,0.042243287,-1.374242297
487,0.042257461,-1.374096602
488,0.042261487,-1.374055231
489,0.042273643,-1.373930323
490,0.042274088,-1.373925757
491,0.042308716,-1.373570152
492,0.042342657,-1.373221894
493,0.042374131,-1.372899196
494,0.042413259,-1.372498359
495,0.042417421,-1.37245574
496,0.042450139,-1.372120881
497,0.042453252,-1.372089034
498,0.042483914,-1.371775482
499,0.042504929,-1.371560702
500,0.0425264,-1.37134138
501,0.042538864,-1.371214117
502,0.042545774,-1.371143571
503,0.042583604,-1.370757585
504,0.042585622,-1.370737007
505,0.042599403,-1.370596492
506,0.042621582,-1.370370436
507,0.042683198,-1.369743054
508,0.04268477,-1.369727058
509,0.04271916,-1.369377298
510,0.042742762,-1.369137421
511,0.042787007,-1.368688088
512,0.042851984,-1.368029068
513,0.042881387,-1.367731172
514,0.042883321,-1.367711584
515,0.042887551,-1.367668753
516,0.042893867,-1.367604803
517,0.042908207,-1.367459638
518,0.042940323,-1.367134691
519,0.042992652,-1.366605765
520,0.043047422,-1.366052852
521,0.043056917,-1.365957071
522,0.043136104,-1.365159078
523,0.043186061,-1.364656403
524,0.043236311,-1.36415137
525,0.043239845,-1.364115873
526,0.043290211,-1.363610295
527,0.043315356,-1.363358112
528,0.043321596,-1.363295551
529,0.043321712,-1.363294389
530,0.043340986,-1.363101214
531,0.043351352,-1.362997354
532,0.043367977,-1.362830833
533,0.043386801,-1.362642372
534,0.043399431,-1.362515967
535,0.043458816,-1.361922108
536,0.043460843,-1.361901858
537,0.043472113,-1.361789248
538,0.043508888,-1.361422015
539,0.043649612,-1.360019609
540,0.043655491,-1.359961122
541,0.043682821,-1.359689324
542,0.043714988,-1.359369633
543,0.043799364,-1.358532199
544,0.04384686,-1.358061503
545,0.043854766,-1.357983203
546,0.04387898,-1.357743477
547,0.043891051,-1.357624017
548,0.043897983,-1.357555432
549,0.043943832,-1.35710207
550,0.043955042,-1.3569913
551,0.044017099,-1.356378583
552,0.044042151,-1.356131478
553,0.04406457,-1.355910468
554,0.044151029,-1.355059169
555,0.044232938,-1.354254209
556,0.044247294,-1.354113279
557,0.044249642,-1.354090238
558,0.044253275,-1.354054585
559,0.04425706,-1.354017437
560,0.044265646,-1.353933195
561,0.0442895,-1.35369922
562,0.044293621,-1.35365881
563,0.04431119,-1.353486585
564,0.044351553,-1.353091164
565,0.044363024,-1.352978862
566,0.044371748,-1.352893458
567,0.044401849,-1.352598945
568,0.044410727,-1.352512119
569,0.044428349,-1.352339827
570,0.044467218,-1.351960038
571,0.044498,-1.351659513
572,0.044535699,-1.351291728
573,0.044645087,-1.350226324
574,0.044649957,-1.350178955
575,0.044692974,-1.349760746
576,0.044709217,-1.349602937
577,0.044726685,-1.349433287
578,0.044821357,-1.348514996
579,0.04485033,-1.348234357
580,0.04485331,-1.348205499
581,0.044862691,-1.348114677
582,0.044871628,-1.348028173
583,0.044894233,-1.34780944
584,0.044927675,-1.347486059
585,0.044951821,-1.347252709
586,0.045012323,-1.346668578
587,0.045032442,-1.346474502
588,0.045037546,-1.346425286
589,0.045058162,-1.346226528
590,0.045078851,-1.346027159
591,0.045092933,-1.345891513
592,0.045145953,-1.345381173
593,0.045159345,-1.345252364
594,0.04517882,-1.345065113
595,0.045189477,-1.344962684
596,0.045195445,-1.344905329
597,0.04528833,-1.34401369
598,0.045308972,-1.343815788
599,0.045311601,-1.343790591
600,0.045345201,-1.343468669
601,0.045365551,-1.343273814
602,0.045414527,-1.342805204
603,0.045414567,-1.342804825
604,0.045443156,-1.342531516
605,0.045459513,-1.342375222
606,0.045505033,-1.341940571
607,0.045512997,-1.341864569
608,0.045534413,-1.341660256
609,0.045556822,-1.341446579
610,0.045558812,-1.341427606
611,0.045589828,-1.341132046
612,0.045606493,-1.340973324
613,0.04560868,-1.340952499
614,0.045645933,-1.34059791
615,0.045649208,-1.340566756
616,0.045652175,-1.340538529
617,0.045671508,-1.340354648
618,0.045823269,-1.338913932
619,0.045878112,-1.338394463
620,0.04596793,-1.337545057
621,0.045968226,-1.337542254
622,0.045976772,-1.337461519
623,0.045987707,-1.33735824
624,0.045992483,-1.337313148
625,0.045999812,-1.337243945
626,0.04600783,-1.337168249
627,0.046029735,-1.336961522
628,0.046055437,-1.33671909
629,0.046056802,-1.336706223
630,0.046059067,-1.336684862
631,0.046139142,-1.335930488
632,0.046146634,-1.335859969
633,0.046199816,-1.335359757
634,0.046273755,-1.334665262
635,0.046301559,-1.334404388
636,0.046338177,-1.334061053
637,0.046345702,-1.333990535
638,0.046397658,-1.333503937
639,0.046431598,-1.333186365
640,0.046449886,-1.333015345
641,0.046462911,-1.332893583
642,0.046469323,-1.332833655
643,0.046515978,-1.332397844
644,0.046522007,-1.332341556
645,0.046538707,-1.332185688
646,0.046558266,-1.332003199
647,0.046594299,-1.331667217
648,0.04661195,-1.331502724
649,0.046637461,-1.331265105
650,0.046651242,-1.331136788
651,0.046664238,-1.331015818
652,0.046675755,-1.330908645
653,0.046770787,-1.330025323
654,0.046771141,-1.330022036
655,0.046773353,-1.330001499
656,0.046785139,-1.329892076
657,0.046802627,-1.329729765
658,0.046874827,-1.329060323
659,0.046880273,-1.329009863
660,0.046890213,-1.328917792
661,0.046926621,-1.328580714
662,0.046930615,-1.328543753
663,0.046942156,-1.328436968
664,0.046994768,-1.327950492
665,0.047015741,-1.327756711
666,0.047100751,-1.326972168
667,0.047107611,-1.326908918
668,0.047116122,-1.326830467
669,0.047122453,-1.32677211
670,0.047131053,-1.326692854
671,0.047147459,-1.326541709
672,0.04715933,-1.326432377
673,0.047173971,-1.326297566
674,0.047176833,-1.326271217
675,0.047213007,-1.325938337
676,0.047213418,-1.325934555
677,0.04723502,-1.3257359
678,0.047262107,-1.325486918
679,0.047277627,-1.325344333
680,0.047313553,-1.325014437
681,0.047325656,-1.324903359
682,0.047341943,-1.324753923
683,0.047394961,-1.324267831
684,0.047431123,-1.323936592
685,0.047516845,-1.323152401
686,0.047646625,-1.321967859
687,0.047685458,-1.321614043
688,0.047695869,-1.321519235
689,0.047699724,-1.321484136
690,0.047709246,-1.32139745
691,0.047722934,-1.321272868
692,0.047726298,-1.321242251
693,0.047767396,-1.320868433
694,0.047814498,-1.320440402
695,0.04786504,-1.319981578
696,0.047874518,-1.319895584
697,0.047952644,-1.319187443
698,0.047980306,-1.318936991
699,0.048037219,-1.31842214
700,0.048037584,-1.318418846
701,0.048063939,-1.318180641
702,0.048116707,-1.317704099
703,0.048125925,-1.317620909
704,0.048135584,-1.317533754
705,0.0481448,-1.317450609
706,0.048207628,-1.316884233
707,0.048215577,-1.316812633
708,0.04822801,-1.316700654
709,0.048251674,-1.316487617
710,0.048279994,-1.316232794
711,0.048292052,-1.316124343
712,0.048308669,-1.315974931
713,0.048323518,-1.315841453
714,0.048332068,-1.315764626
715,0.048352415,-1.315581832
716,0.048431883,-1.314868644
717,0.048447454,-1.314729037
718,0.048464165,-1.314579263
719,0.048483411,-1.314406832
720,0.04849046,-1.314343693
721,0.048495544,-1.314298166
722,0.048617134,-1.313210645
723,0.04866082,-1.31282058
724,0.048674278,-1.312700479
725,0.048675563,-1.31268902
726,0.048686627,-1.312590313
727,0.048697026,-1.312497557
728,0.048717185,-1.31231781
729,0.048726887,-1.312231333
730,0.048730781,-1.312196625
731,0.048796755,-1.311609056
732,0.048896354,-1.310723522
733,0.048909804,-1.310604075
734,0.048909841,-1.310603752
735,0.048924751,-1.310471374
736,0.048925311,-1.310466402
737,0.048934567,-1.310384251
738,0.048986315,-1.309925229
739,0.048997584,-1.309825334
740,0.048999071,-1.309812158
741,0.049007819,-1.309734625
742,0.049014446,-1.309675899
743,0.049015938,-1.309662685
744,0.049039732,-1.309451908
745,0.049108782,-1.308840834
746,0.049139443,-1.308569771
747,0.049195403,-1.308075474
748,0.049320806,-1.306969836
749,0.049418707,-1.306108624
750,0.04946955,-1.305662037
751,0.049511491,-1.305293996
752,0.049530859,-1.305124142
753,0.049542857,-1.305018948
754,0.0495723,-1.304760931
755,0.049629542,-1.304259729
756,0.049712629,-1.303533273
757,0.049723377,-1.30343938
758,0.049737693,-1.303314364
759,0.049755202,-1.303161509
760,0.049778928,-1.302954464
761,0.049810738,-1.302677022
762,0.049830142,-1.302507873
763,0.049890372,-1.301983261
764,0.049894065,-1.301951115
765,0.049955068,-1.301420447
766,0.05003207,-1.300751532
767,0.050042039,-1.300665005
768,0.050120345,-1.299985949
769,0.050133231,-1.299874302
770,0.050165306,-1.299596532
771,0.050194777,-1.299341469
772,0.050209394,-1.299215024
773,0.05021565,-1.299160913
774,0.050221581,-1.299109618
775,0.050306153,-1.298378891
776,0.050408125,-1.29749946
777,0.050578858,-1.296030982
778,0.050586811,-1.295962701
779,0.050626789,-1.295619616
780,0.050672139,-1.295230766
781,0.050698333,-1.295006316
782,0.050704935,-1.294949766
783,0.050765524,-1.29443113
784,0.050781897,-1.294291077
785,0.050829879,-1.293880922
786,0.050866343,-1.293569481
787,0.050877113,-1.293477537
788,0.050889597,-1.293370991
789,0.050894961,-1.293325218
790,0.050916566,-1.293140897
791,0.050988914,-1.292524234
792,0.050989643,-1.292518025
793,0.051043851,-1.292056565
794,0.051086452,-1.291694261
795,0.051145739,-1.291190545
796,0.051153705,-1.291122908
797,0.05118487,-1.290858394
798,0.05120764,-1.290665239
799,0.051245074,-1.290347874
800,0.051275622,-1.290089065
801,0.051286406,-1.289997733
802,0.051307695,-1.289817494
803,0.05140897,-1.288961096
804,0.051499986,-1.288192885
805,0.051583834,-1.287486385
806,0.051609619,-1.287269345
807,0.051653633,-1.286899128
808,0.051697684,-1.286528912
809,0.051699401,-1.286514489
810,0.051703381,-1.286481059
811,0.051748938,-1.286098555
812,0.051769898,-1.285922692
813,0.051924621,-1.284626667
814,0.051940495,-1.284493918
815,0.051965031,-1.284288808
816,0.051972792,-1.284223949
817,0.05197941,-1.284168658
818,0.052029456,-1.283750714
819,0.052038747,-1.283673167
820,0.052043115,-1.283636716
821,0.052069021,-1.283420585
822,0.052159055,-1.282670289
823,0.052178973,-1.282504476
824,0.052256964,-1.281855825
825,0.052336816,-1.281192698
826,0.052419802,-1.280504624
827,0.052446754,-1.280281383
828,0.052462967,-1.280147152
829,0.0524647,-1.280132808
830,0.052507957,-1.279774877
831,0.052544429,-1.279473319
832,0.052570806,-1.279255368
833,0.052691149,-1.278262333
834,0.052715537,-1.278061363
835,0.052720648,-1.278019264
836,0.052776436,-1.277559943
837,0.052868528,-1.276802781
838,0.052954471,-1.276097363
839,0.052982039,-1.275871329
840,0.053107518,-1.274843999
841,0.053111105,-1.274814663
842,0.053111705,-1.274809759
843,0.053112039,-1.274807026
844,0.05320872,-1.274017187
845,0.053244106,-1.273728458
846,0.053512557,-1.2715443
847,0.053543277,-1.27129505
848,0.053593082,-1.270891267
849,0.053650316,-1.270427716
850,0.053790157,-1.269297192
851,0.053791933,-1.269282846
852,0.053828427,-1.268988314
853,0.05386021,-1.268731961
854,0.053879321,-1.268577887
855,0.053922828,-1.268227338
856,0.053944717,-1.26805108
857,0.054011604,-1.267512921
858,0.054079936,-1.26696383
859,0.054195497,-1.266036797
860,0.054207082,-1.265943974
861,0.054218291,-1.265854177
862,0.054261577,-1.265507592
863,0.054319035,-1.265047951
864,0.05432661,-1.264987395
865,0.054360657,-1.264715305
866,0.05437022,-1.264638912
867,0.05448356,-1.263734524
868,0.054503221,-1.263577829
869,0.054571314,-1.263035586
870,0.054706573,-1.26196049
871,0.054750106,-1.261615034
872,0.054761961,-1.261521011
873,0.054789159,-1.261305367
874,0.054817003,-1.261084711
875,0.054897639,-1.260446336
876,0.055002363,-1.259618656
877,0.055004618,-1.259600851
878,0.055006469,-1.259586236
879,0.055016,-1.259510992
880,0.055063831,-1.259133573
881,0.0553161,-1.257148444
882,0.055338666,-1.256971312
883,0.055368535,-1.256736968
884,0.055411625,-1.256399116
885,0.05545635,-1.25604872
886,0.055623195,-1.254744065
887,0.055650877,-1.254527986
888,0.055661316,-1.254446527
889,0.055667954,-1.254394739
890,0.055748555,-1.253766384
891,0.055752103,-1.253738749
892,0.055842018,-1.253038897
893,0.055918182,-1.252446954
894,0.055966179,-1.252074342
895,0.056003678,-1.25178345
896,0.056099243,-1.251042997
897,0.056201904,-1.250248969
898,0.056260691,-1.249794941
899,0.056288774,-1.249578208
900,0.056574366,-1.247380306
901,0.056580258,-1.247335077
902,0.056619933,-1.24703065
903,0.056837336,-1.245366287
904,0.05685564,-1.245226446
905,0.056917749,-1.244752283
906,0.05709632,-1.243391885
907,0.057115241,-1.243247984
908,0.057116761,-1.243236431
909,0.057429978,-1.240861352
910,0.057434991,-1.240823443
911,0.05762657,-1.239377233
912,0.057664129,-1.239094267
913,0.057785496,-1.238181155
914,0.057786365,-1.238174621
915,0.057831891,-1.237832606
916,0.05786552,-1.237580137
917,0.057875699,-1.237503751
918,0.057898746,-1.23733084
919,0.057932784,-1.237075603
920,0.057940449,-1.23701814
921,0.057980169,-1.236720526
922,0.058010934,-1.236490141
923,0.058053017,-1.236175204
924,0.058150127,-1.235449331
925,0.058288919,-1.234413999
926,0.058541638,-1.232535132
927,0.058644113,-1.231775579
928,0.058800199,-1.230621202
929,0.058830356,-1.230398522
930,0.058913324,-1.229786472
