ÐòºÅ,normalization_mutual_sparseness
382,0.000944436
383,0.000944436
384,0.000944436
385,0.000944436
386,0.000944436
387,0.000944436
388,0.000944436
389,0.000944436
390,0.000944436
391,0.000944436
392,0.000944436
393,0.000944436
394,0.000944436
395,0.000944436
396,0.000944436
397,0.000944436
398,0.000944436
399,0.000944436
400,0.000944436
401,0.000944436
402,0.000948671
403,0.000948671
404,0.000948671
405,0.000948671
406,0.000948671
407,0.000948671
408,0.000948671
409,0.000948671
410,0.000949727
411,0.000949727
412,0.000949727
413,0.000949727
414,0.000949727
415,0.000949727
416,0.000949727
417,0.000949727
418,0.000951835
419,0.000951835
420,0.000951835
421,0.000951835
422,0.000957085
423,0.000957085
424,0.000957085
425,0.000957085
426,0.000957085
427,0.000957085
428,0.000958132
429,0.000958132
430,0.000958132
431,0.000961265
432,0.000961265
433,0.000961265
434,0.000961265
435,0.000961265
436,0.000964388
437,0.000964388
438,0.000964388
439,0.000964388
440,0.000966464
441,0.000966464
442,0.000966464
443,0.000966464
444,0.000966464
445,0.000966464
446,0.000968535
447,0.000968535
448,0.000968535
449,0.000977804
450,0.000977804
451,0.000977804
452,0.000977804
453,0.000977804
454,0.000977804
455,0.000977804
456,0.000981895
457,0.000981895
458,0.000981895
459,0.000981895
460,0.000981895
461,0.000981895
462,0.000982915
463,0.000982915
464,0.000982915
465,0.000984952
466,0.000984952
467,0.000984952
468,0.000985969
469,0.000985969
470,0.000985969
471,0.000985969
472,0.000985969
473,0.000985969
474,0.000985969
475,0.000985969
476,0.000985969
477,0.000989014
478,0.000991039
479,0.000991039
480,0.000991039
481,0.000991039
482,0.000991039
483,0.000991039
484,0.000991039
485,0.000994068
486,0.000994068
487,0.000994068
488,0.000994068
489,0.000994068
490,0.000994068
491,0.000994068
492,0.0010011
493,0.0010011
494,0.0010011
495,0.0010011
496,0.0010011
497,0.0010011
498,0.0010011
499,0.0010011
500,0.0010011
501,0.0010011
502,0.0010011
503,0.0010011
504,0.0010011
505,0.0010011
506,0.0010011
507,0.0010011
508,0.0010011
509,0.0010011
510,0.0010011
511,0.0010011
512,0.001006093
513,0.001006093
514,0.001006093
515,0.001006093
516,0.001006093
517,0.001006093
518,0.001006093
519,0.001006093
520,0.001006093
521,0.00101007
522,0.00101007
523,0.00101007
524,0.00101007
525,0.00101007
526,0.001013042
527,0.001015019
528,0.001015019
529,0.001015019
530,0.001015019
531,0.001015019
532,0.001015019
533,0.001020926
534,0.001020926
535,0.001020926
536,0.001020926
537,0.001020926
538,0.001020926
539,0.001020926
540,0.001020926
541,0.001021907
542,0.001021907
543,0.001022887
544,0.001022887
545,0.001022887
546,0.001022887
547,0.001022887
548,0.001022887
549,0.001030696
550,0.001030696
551,0.001030696
552,0.001030696
553,0.001030696
554,0.001030696
555,0.001030696
556,0.001030696
557,0.001030696
558,0.001030696
559,0.001033609
560,0.001033609
561,0.001033609
562,0.001033609
563,0.001033609
564,0.001038446
565,0.001038446
566,0.001041337
567,0.00104422
568,0.00104422
569,0.00104422
570,0.00104422
571,0.00104422
572,0.00104422
573,0.00104422
574,0.00104422
575,0.001045179
576,0.001045179
577,0.001045179
578,0.001045179
579,0.001045179
580,0.001045179
581,0.001045179
582,0.001045179
583,0.001045179
584,0.001048052
585,0.001048052
586,0.001048052
587,0.001048052
588,0.001048052
589,0.001048052
590,0.001049008
591,0.001049008
592,0.001053774
593,0.001053774
594,0.001053774
595,0.001053774
596,0.001053774
597,0.001056623
598,0.001056623
599,0.001056623
600,0.001056623
601,0.001056623
602,0.001061355
603,0.001061355
604,0.001061355
605,0.001061355
606,0.001061355
607,0.001061355
608,0.001061355
609,0.001061355
610,0.001064184
611,0.001064184
612,0.001064184
613,0.001067945
614,0.001067945
615,0.001067945
616,0.001067945
617,0.001067945
618,0.001067945
619,0.001075426
620,0.001075426
621,0.001076357
622,0.001076357
623,0.001076357
624,0.001076357
625,0.001078218
626,0.001078218
627,0.001078218
628,0.00108193
629,0.00108193
630,0.00108193
631,0.00108193
632,0.001082856
633,0.001082856
634,0.001082856
635,0.001082856
636,0.001082856
637,0.001082856
638,0.001082856
639,0.001083781
640,0.001083781
641,0.001083781
642,0.001089315
643,0.001089315
644,0.001089315
645,0.001089315
646,0.001090235
647,0.001090235
648,0.001097564
649,0.00110121
650,0.001105751
651,0.001105751
652,0.001105751
653,0.001105751
654,0.001105751
655,0.001107563
656,0.001107563
657,0.001107563
658,0.001107563
659,0.001107563
660,0.001108467
661,0.001112078
662,0.001112078
663,0.001112078
664,0.001119264
665,0.001119264
666,0.001119264
667,0.001119264
668,0.001119264
669,0.001120159
670,0.001120159
671,0.001120159
672,0.001121947
673,0.001121947
674,0.001121947
675,0.001121947
676,0.001121947
677,0.00112284
678,0.00112284
679,0.00112284
680,0.00112284
681,0.00112284
682,0.00112284
683,0.00112284
684,0.00112284
685,0.00112284
686,0.001127294
687,0.001127294
688,0.001127294
689,0.001129958
690,0.001129958
691,0.001129958
692,0.0011335
693,0.0011335
694,0.0011335
695,0.00114143
696,0.00114143
697,0.00114143
698,0.00114143
699,0.00114143
700,0.00114143
701,0.00114143
702,0.00114143
703,0.001144061
704,0.001144061
705,0.001144061
706,0.001144061
707,0.001146686
708,0.001146686
709,0.001146686
710,0.001146686
711,0.001146686
712,0.001146686
713,0.00114756
714,0.00114756
715,0.001151048
716,0.001151048
717,0.001151048
718,0.001155393
719,0.001155393
720,0.001155393
721,0.001161449
722,0.001162312
723,0.001162312
724,0.001164895
725,0.001164895
726,0.001167474
727,0.001167474
728,0.001167474
729,0.001171758
730,0.001171758
731,0.001171758
732,0.001171758
733,0.001171758
734,0.001171758
735,0.001175174
736,0.001175174
737,0.001175174
738,0.001175174
739,0.00117773
740,0.00117773
741,0.00117773
742,0.00117773
743,0.001181977
744,0.001181977
745,0.001181977
746,0.001181977
747,0.001181977
748,0.001182824
749,0.001182824
750,0.001185364
751,0.001185364
752,0.001185364
753,0.001185364
754,0.001185364
755,0.001185364
756,0.001189584
757,0.001189584
758,0.001189584
759,0.001189584
760,0.001192108
761,0.001192108
762,0.001192108
763,0.001192108
764,0.001192108
765,0.001194628
766,0.001194628
767,0.001194628
768,0.00120132
769,0.00120132
770,0.00120132
771,0.00120132
772,0.00120132
773,0.001204653
774,0.001204653
775,0.001205484
776,0.001205484
777,0.001205484
778,0.001205484
779,0.001205484
780,0.001208805
781,0.001209634
782,0.001209634
783,0.001212117
784,0.001217891
785,0.001217891
786,0.001217891
787,0.001217891
788,0.001221999
789,0.001221999
790,0.001222819
791,0.001229358
792,0.001229358
793,0.001229358
794,0.001229358
795,0.001231801
796,0.001238293
797,0.001238293
798,0.001238293
799,0.001238293
800,0.001241526
801,0.001243945
802,0.001244751
803,0.001244751
804,0.001244751
805,0.001247164
806,0.001247164
807,0.001247164
808,0.001247164
809,0.001253576
810,0.001253576
811,0.001253576
812,0.001254375
813,0.00125677
814,0.00125677
815,0.001260751
816,0.001260751
817,0.001260751
818,0.001260751
819,0.001260751
820,0.001261545
821,0.001263926
822,0.001263926
823,0.001266303
824,0.001266303
825,0.001266303
826,0.001272619
827,0.001272619
828,0.001272619
829,0.001272619
830,0.00128047
831,0.00128047
832,0.001282034
833,0.001282034
834,0.001282815
835,0.00128905
836,0.001292156
837,0.001292156
838,0.001292156
839,0.001298346
840,0.001299118
841,0.00130143
842,0.00130143
843,0.00130143
844,0.00130143
845,0.00130143
846,0.00130143
847,0.00130143
848,0.001305275
849,0.001305275
850,0.001305275
851,0.001305275
852,0.001307577
853,0.001307577
854,0.001310639
855,0.001316742
856,0.001316742
857,0.001316742
858,0.001316742
859,0.001317503
860,0.001317503
861,0.001322059
862,0.001322817
863,0.001328864
864,0.001329618
865,0.001331125
866,0.001331125
867,0.001335634
868,0.001335634
869,0.001343863
870,0.001343863
871,0.001346843
872,0.001346843
873,0.001346843
874,0.001346843
875,0.001346843
876,0.001346843
877,0.001346843
878,0.001349816
879,0.001353523
880,0.001353523
881,0.001359434
882,0.001359434
883,0.001361644
884,0.001366786
885,0.001366786
886,0.001366786
887,0.00137337
888,0.001379195
889,0.001379195
890,0.001382099
891,0.001388609
892,0.001388609
893,0.001388609
894,0.001390052
895,0.001390773
896,0.001390773
897,0.001390773
898,0.001394371
899,0.001402255
900,0.001402255
901,0.001405111
902,0.00141577
903,0.00141577
904,0.001427753
905,0.001433358
906,0.001433358
907,0.001433358
908,0.00143894
909,0.00143894
910,0.001441723
911,0.001443807
912,0.001456248
913,0.001456248
914,0.001456248
915,0.001456248
916,0.001456248
917,0.001461744
918,0.001466535
919,0.001468584
920,0.00147675
921,0.001478107
922,0.001478107
923,0.001478107
924,0.001482846
925,0.001490934
926,0.00150165
927,0.001504318
928,0.001510302
929,0.00153008
930,0.001531389
931,0.001531389
932,0.001532697
933,0.00154572
934,0.001546368
935,0.001557347
936,0.001559276
937,0.001563769
938,0.001567609
939,0.001567609
940,0.001572716
941,0.00157717
942,0.001582879
943,0.001584144
944,0.001584144
945,0.001599882
946,0.001603011
947,0.001622277
948,0.001629673
949,0.001633972
950,0.001641927
951,0.001642537
952,0.001646194
953,0.001701871
954,0.001703636
955,0.001746626
956,0.001773954
957,0.001800868
958,0.001888872
959,0.002054574
960,0.002065763
