Long,Lat,Value,Name,min_distance,sum_min_distance,normalization_mutual_sparseness,self_mean_distance,self_density
1,5,6.09901951359278,name77,1,121,0.00826446280991736,6.24994129451079,0.16000150287464
2,-5,6.3851648071345,name78,1,121,0.00826446280991736,6.45408287120147,0.15494068172909
2,-4,5.47213595499958,name79,1,121,0.00826446280991736,5.78579539336672,0.172837083237765
2,-3,4.60555127546399,name80,1,121,0.00826446280991736,5.25175903965951,0.190412391819263
2,-2,3.82842712474619,name81,1,121,0.00826446280991736,4.86394673827799,0.205594356560334
2,-1,3.23606797749979,name82,1,121,0.00826446280991736,4.628999220979,0.216029416351577
2,0,3,name83,1,121,0.00826446280991736,4.55033103596865,0.219764230798897
2,1,3.23606797749979,name84,1,121,0.00826446280991736,4.628999220979,0.216029416351577
2,2,3.82842712474619,name85,1,121,0.00826446280991736,4.86394673827799,0.205594356560334
2,3,4.60555127546399,name86,1,121,0.00826446280991736,5.25175903965951,0.190412391819263
2,4,5.47213595499958,name87,1,121,0.00826446280991736,5.78579539336672,0.172837083237765
2,5,6.3851648071345,name88,1,121,0.00826446280991736,6.45408287120147,0.15494068172909
3,-5,6.8309518948453,name89,1,121,0.00826446280991736,6.79063188254806,0.147261700721843
3,-4,6,name90,1,121,0.00826446280991736,6.14346138906477,0.162774686234698
3,-3,5.24264068711928,name91,1,121,0.00826446280991736,5.62680752183659,0.177720669512719
3,-2,4.60555127546399,name92,1,121,0.00826446280991736,5.25175903965951,0.190412391819263
3,-1,4.16227766016838,name93,1,121,0.00826446280991736,5.02456068238658,0.199022374932293
3,0,4,name94,1,121,0.00826446280991736,4.94848610712382,0.202082006163542
3,1,4.16227766016838,name95,1,121,0.00826446280991736,5.02456068238658,0.199022374932293
3,2,4.60555127546399,name96,1,121,0.00826446280991736,5.25175903965951,0.190412391819263
3,3,5.24264068711928,name97,1,121,0.00826446280991736,5.62680752183659,0.177720669512719
3,4,6,name98,1,121,0.00826446280991736,6.14346138906477,0.162774686234698
3,5,6.8309518948453,name99,1,121,0.00826446280991736,6.79063188254806,0.147261700721843
4,-5,7.40312423743285,name100,1,121,0.00826446280991736,7.25356515086599,0.137863240930649
4,-4,6.65685424949238,name101,1,121,0.00826446280991736,6.63609242522227,0.150691089864757
4,-3,6,name102,1,121,0.00826446280991736,6.14346138906477,0.162774686234698
4,-2,5.47213595499958,name103,1,121,0.00826446280991736,5.78579539336672,0.172837083237765
4,-1,5.12310562561766,name104,1,121,0.00826446280991736,5.56905601513618,0.179563645487151
4,0,5,name105,1,121,0.00826446280991736,5.49646783010506,0.181935022801886
4,1,5.12310562561766,name106,1,121,0.00826446280991736,5.56905601513618,0.179563645487151
4,2,5.47213595499958,name107,1,121,0.00826446280991736,5.78579539336672,0.172837083237765
4,3,6,name108,1,121,0.00826446280991736,6.14346138906477,0.162774686234698
4,4,6.65685424949238,name109,1,121,0.00826446280991736,6.63609242522227,0.150691089864757
4,5,7.40312423743285,name110,1,121,0.00826446280991736,7.25356515086599,0.137863240930649
5,-5,8.07106781186548,name111,1,121,0.00826446280991736,7.83317619270855,0.127662135435029
5,-4,7.40312423743285,name112,1,121,0.00826446280991736,7.25356515086598,0.13786324093065
5,-3,6.8309518948453,name113,1,121,0.00826446280991736,6.79063188254806,0.147261700721843
5,-2,6.3851648071345,name114,1,121,0.00826446280991736,6.45408287120147,0.15494068172909
5,-1,6.09901951359278,name115,1,121,0.00826446280991736,6.24994129451078,0.16000150287464
5,0,6,name116,1,121,0.00826446280991736,6.18153793543395,0.16177203965178
5,1,6.09901951359278,name117,1,121,0.00826446280991736,6.24994129451078,0.16000150287464
5,2,6.3851648071345,name118,1,121,0.00826446280991736,6.45408287120147,0.15494068172909
5,3,6.8309518948453,name119,1,121,0.00826446280991736,6.79063188254806,0.147261700721843
5,4,7.40312423743285,name120,1,121,0.00826446280991736,7.25356515086598,0.13786324093065
5,5,8.07106781186548,name121,1,121,0.00826446280991736,7.83317619270855,0.127662135435029
