Long,Lat,Value,Name,min_distance,sum_min_distance,normalization_mutual_sparseness
3,3,5.24264068711928,name97,1,118.2,0.00846023688663283
3,4,6,name98,1,118.2,0.00846023688663283
3,5,6.8309518948453,name99,1,118.2,0.00846023688663283
4,-5,7.40312423743285,name100,1,118.2,0.00846023688663283
4,-4,6.65685424949238,name101,1,118.2,0.00846023688663283
4,-3,6,name102,1,118.2,0.00846023688663283
4,-2,5.47213595499958,name103,1,118.2,0.00846023688663283
4,-1,5.12310562561766,name104,1,118.2,0.00846023688663283
4,0,5,name105,1,118.2,0.00846023688663283
4,1,5.12310562561766,name106,1,118.2,0.00846023688663283
4,2,5.47213595499958,name107,1,118.2,0.00846023688663283
4,3,6,name108,1,118.2,0.00846023688663283
4,4,6.65685424949238,name109,1,118.2,0.00846023688663283
4,5,7.40312423743285,name110,1,118.2,0.00846023688663283
5,-5,8.07106781186548,name111,1,118.2,0.00846023688663283
5,-4,7.40312423743285,name112,1,118.2,0.00846023688663283
5,-3,6.8309518948453,name113,1,118.2,0.00846023688663283
5,-2,6.3851648071345,name114,1,118.2,0.00846023688663283
5,-1,6.09901951359278,name115,1,118.2,0.00846023688663283
5,0,6,name116,1,118.2,0.00846023688663283
5,1,6.09901951359278,name117,1,118.2,0.00846023688663283
5,2,6.3851648071345,name118,1,118.2,0.00846023688663283
5,3,6.8309518948453,name119,1,118.2,0.00846023688663283
5,4,7.40312423743285,name120,1,118.2,0.00846023688663283
5,5,8.07106781186548,name121,1,118.2,0.00846023688663283
