ÐòºÅ,normalization_mutual_sparseness,log10_nor_mutual_sp
86,4.47E-05,-4.349974185
87,6.32E-05,-4.199459187
88,6.32E-05,-4.199459187
89,6.32E-05,-4.199459187
90,6.32E-05,-4.199459187
91,6.32E-05,-4.199459187
92,6.32E-05,-4.199459187
93,6.32E-05,-4.199459187
94,6.32E-05,-4.199459187
95,6.32E-05,-4.199459187
96,6.32E-05,-4.199459187
97,8.93E-05,-4.048944189
98,8.93E-05,-4.048944189
99,8.93E-05,-4.048944189
100,8.93E-05,-4.048944189
101,8.93E-05,-4.048944189
102,9.99E-05,-4.000489182
103,0.000670065,-3.173882926
104,0.000720298,-3.142487511
105,0.000768549,-3.114328329
106,0.000790311,-3.102202016
107,0.000790311,-3.102202016
108,0.000790311,-3.102202016
109,0.000790311,-3.102202016
110,0.000790311,-3.102202016
111,0.000790311,-3.102202016
112,0.000790311,-3.102202016
113,0.000790311,-3.102202016
114,0.000790311,-3.102202016
115,0.000791572,-3.101509361
116,0.000791572,-3.101509361
117,0.000791572,-3.101509361
118,0.000791572,-3.101509361
119,0.000791572,-3.101509361
120,0.000791572,-3.101509361
121,0.000791572,-3.101509361
122,0.000791572,-3.101509361
123,0.000791572,-3.101509361
124,0.000791572,-3.101509361
125,0.000791572,-3.101509361
126,0.000791572,-3.101509361
127,0.000795345,-3.099444553
128,0.000795345,-3.099444553
129,0.000795345,-3.099444553
130,0.000795345,-3.099444553
131,0.000795345,-3.099444553
132,0.000795345,-3.099444553
133,0.000799099,-3.097399195
134,0.000799099,-3.097399195
135,0.000799099,-3.097399195
136,0.000799099,-3.097399195
137,0.000804078,-3.094701679
138,0.000804078,-3.094701679
139,0.000805318,-3.094032504
140,0.000805318,-3.094032504
141,0.000805318,-3.094032504
142,0.000805318,-3.094032504
143,0.000805318,-3.094032504
144,0.000805318,-3.094032504
145,0.000805318,-3.094032504
146,0.000805318,-3.094032504
147,0.000805318,-3.094032504
148,0.000805318,-3.094032504
149,0.000805318,-3.094032504
150,0.000805318,-3.094032504
151,0.000805318,-3.094032504
152,0.000805318,-3.094032504
153,0.000805318,-3.094032504
154,0.000805318,-3.094032504
155,0.000805318,-3.094032504
156,0.000805318,-3.094032504
157,0.000805318,-3.094032504
158,0.000805318,-3.094032504
159,0.000805318,-3.094032504
160,0.000809026,-3.092037263
161,0.000809026,-3.092037263
162,0.000809026,-3.092037263
163,0.000809026,-3.092037263
164,0.00081517,-3.088752068
165,0.00081517,-3.088752068
166,0.00081517,-3.088752068
167,0.00081517,-3.088752068
168,0.00081517,-3.088752068
169,0.00081517,-3.088752068
170,0.00081517,-3.088752068
171,0.00081517,-3.088752068
172,0.00081517,-3.088752068
173,0.00081517,-3.088752068
174,0.00081517,-3.088752068
175,0.00081517,-3.088752068
176,0.00081517,-3.088752068
177,0.00081517,-3.088752068
178,0.00081517,-3.088752068
179,0.00081517,-3.088752068
180,0.000820051,-3.086159234
181,0.000820051,-3.086159234
182,0.000820051,-3.086159234
183,0.000820051,-3.086159234
184,0.000820051,-3.086159234
185,0.000820051,-3.086159234
186,0.000821267,-3.085515834
187,0.000821267,-3.085515834
188,0.000821267,-3.085515834
189,0.000821267,-3.085515834
190,0.000821267,-3.085515834
191,0.000821267,-3.085515834
192,0.000821267,-3.085515834
193,0.000821267,-3.085515834
194,0.000821267,-3.085515834
195,0.000821267,-3.085515834
196,0.000821267,-3.085515834
197,0.000823693,-3.084234726
198,0.000823693,-3.084234726
199,0.000823693,-3.084234726
200,0.000823693,-3.084234726
201,0.000823693,-3.084234726
202,0.000823693,-3.084234726
203,0.000823693,-3.084234726
204,0.000823693,-3.084234726
205,0.000823693,-3.084234726
206,0.000823693,-3.084234726
207,0.000823693,-3.084234726
208,0.000823693,-3.084234726
209,0.000823693,-3.084234726
210,0.000823693,-3.084234726
211,0.000823693,-3.084234726
212,0.000823693,-3.084234726
213,0.000823693,-3.084234726
214,0.000823693,-3.084234726
215,0.000823693,-3.084234726
216,0.000823693,-3.084234726
217,0.000823693,-3.084234726
218,0.000823693,-3.084234726
219,0.000823693,-3.084234726
220,0.000823693,-3.084234726
221,0.000823693,-3.084234726
222,0.000823693,-3.084234726
223,0.000823693,-3.084234726
224,0.000823693,-3.084234726
225,0.000823693,-3.084234726
226,0.000830929,-3.080436135
227,0.000830929,-3.080436135
228,0.000830929,-3.080436135
229,0.000830929,-3.080436135
230,0.000830929,-3.080436135
231,0.000830929,-3.080436135
232,0.000830929,-3.080436135
233,0.000830929,-3.080436135
234,0.000830929,-3.080436135
235,0.000830929,-3.080436135
236,0.000834523,-3.078561471
237,0.000834523,-3.078561471
238,0.000834523,-3.078561471
239,0.000834523,-3.078561471
240,0.000834523,-3.078561471
241,0.000834523,-3.078561471
242,0.000834523,-3.078561471
243,0.000834523,-3.078561471
244,0.000834523,-3.078561471
245,0.000834523,-3.078561471
246,0.000834523,-3.078561471
247,0.000834523,-3.078561471
248,0.000834523,-3.078561471
249,0.000834523,-3.078561471
250,0.000839292,-3.076086832
251,0.000839292,-3.076086832
252,0.000839292,-3.076086832
253,0.000839292,-3.076086832
254,0.000839292,-3.076086832
255,0.000839292,-3.076086832
256,0.000839292,-3.076086832
257,0.000839292,-3.076086832
258,0.000839292,-3.076086832
259,0.000839292,-3.076086832
260,0.000842851,-3.074249186
261,0.000842851,-3.074249186
262,0.000842851,-3.074249186
263,0.000842851,-3.074249186
264,0.000842851,-3.074249186
265,0.000842851,-3.074249186
266,0.000842851,-3.074249186
267,0.000842851,-3.074249186
268,0.000847573,-3.071822934
269,0.000847573,-3.071822934
270,0.000847573,-3.071822934
271,0.000847573,-3.071822934
272,0.000847573,-3.071822934
273,0.000847573,-3.071822934
274,0.000847573,-3.071822934
275,0.000847573,-3.071822934
276,0.000847573,-3.071822934
277,0.000849924,-3.070619899
278,0.000849924,-3.070619899
279,0.000849924,-3.070619899
280,0.000849924,-3.070619899
281,0.000849924,-3.070619899
282,0.000849924,-3.070619899
283,0.000849924,-3.070619899
284,0.000853439,-3.068827752
285,0.000853439,-3.068827752
286,0.000853439,-3.068827752
287,0.000853439,-3.068827752
288,0.000853439,-3.068827752
289,0.000853439,-3.068827752
290,0.000853439,-3.068827752
291,0.000853439,-3.068827752
292,0.000853439,-3.068827752
293,0.000853439,-3.068827752
294,0.000853439,-3.068827752
295,0.000853439,-3.068827752
296,0.000858102,-3.066461002
297,0.000858102,-3.066461002
298,0.000858102,-3.066461002
299,0.000858102,-3.066461002
300,0.000859264,-3.065873323
301,0.000859264,-3.065873323
302,0.000859264,-3.065873323
303,0.000859264,-3.065873323
304,0.000859264,-3.065873323
305,0.000859264,-3.065873323
306,0.000859264,-3.065873323
307,0.000859264,-3.065873323
308,0.000859264,-3.065873323
309,0.000859264,-3.065873323
310,0.000862741,-3.064119769
311,0.000862741,-3.064119769
312,0.000862741,-3.064119769
313,0.000862741,-3.064119769
314,0.000862741,-3.064119769
315,0.000862741,-3.064119769
316,0.000867354,-3.06180351
317,0.000867354,-3.06180351
318,0.000867354,-3.06180351
319,0.000867354,-3.06180351
320,0.000867354,-3.06180351
321,0.000867354,-3.06180351
322,0.000867354,-3.06180351
323,0.000867354,-3.06180351
324,0.000867354,-3.06180351
325,0.000867354,-3.06180351
326,0.000867354,-3.06180351
327,0.000867354,-3.06180351
328,0.000867354,-3.06180351
329,0.000867354,-3.06180351
330,0.000867354,-3.06180351
331,0.000867354,-3.06180351
332,0.000867354,-3.06180351
333,0.000867354,-3.06180351
334,0.000867354,-3.06180351
335,0.000867354,-3.06180351
336,0.000877646,-3.056680532
337,0.000877646,-3.056680532
338,0.000877646,-3.056680532
339,0.000877646,-3.056680532
340,0.000877646,-3.056680532
341,0.000879917,-3.055558322
342,0.000879917,-3.055558322
343,0.000879917,-3.055558322
344,0.000879917,-3.055558322
345,0.000879917,-3.055558322
346,0.000879917,-3.055558322
347,0.00088105,-3.054999384
348,0.00088105,-3.054999384
349,0.00088105,-3.054999384
350,0.00088105,-3.054999384
351,0.00088105,-3.054999384
352,0.00088105,-3.054999384
353,0.00088105,-3.054999384
354,0.00088105,-3.054999384
355,0.00088105,-3.054999384
356,0.00088105,-3.054999384
357,0.000886694,-3.052226074
358,0.000886694,-3.052226074
359,0.000886694,-3.052226074
360,0.000886694,-3.052226074
361,0.000886694,-3.052226074
362,0.000886694,-3.052226074
363,0.000890064,-3.050578931
364,0.000890064,-3.050578931
365,0.000890064,-3.050578931
366,0.000890064,-3.050578931
367,0.000890064,-3.050578931
368,0.00089342,-3.048944189
369,0.00089342,-3.048944189
370,0.00089342,-3.048944189
371,0.00089342,-3.048944189
372,0.00089342,-3.048944189
373,0.00089342,-3.048944189
374,0.00089342,-3.048944189
375,0.00089342,-3.048944189
376,0.00089342,-3.048944189
377,0.00089342,-3.048944189
378,0.00089342,-3.048944189
379,0.00089342,-3.048944189
380,0.000894536,-3.048401998
381,0.000894536,-3.048401998
382,0.000894536,-3.048401998
383,0.000894536,-3.048401998
384,0.000897876,-3.046783502
385,0.000897876,-3.046783502
386,0.000897876,-3.046783502
387,0.000898987,-3.046246673
388,0.000898987,-3.046246673
389,0.000898987,-3.046246673
390,0.000898987,-3.046246673
391,0.000898987,-3.046246673
392,0.000898987,-3.046246673
393,0.000898987,-3.046246673
394,0.000898987,-3.046246673
395,0.000898987,-3.046246673
396,0.000903415,-3.044112531
397,0.000903415,-3.044112531
398,0.000903415,-3.044112531
399,0.000903415,-3.044112531
400,0.000903415,-3.044112531
401,0.000903415,-3.044112531
402,0.000904519,-3.043582256
403,0.000904519,-3.043582256
404,0.000904519,-3.043582256
405,0.000904519,-3.043582256
406,0.000904519,-3.043582256
407,0.000904519,-3.043582256
408,0.000904519,-3.043582256
409,0.000904519,-3.043582256
410,0.000904519,-3.043582256
411,0.000904519,-3.043582256
412,0.000904519,-3.043582256
413,0.000911113,-3.040427519
414,0.000911113,-3.040427519
415,0.000911113,-3.040427519
416,0.000911113,-3.040427519
417,0.000916573,-3.037833137
418,0.000916573,-3.037833137
419,0.000916573,-3.037833137
420,0.000916573,-3.037833137
421,0.000919832,-3.036291256
422,0.000919832,-3.036291256
423,0.000919832,-3.036291256
424,0.000919832,-3.036291256
425,0.000919832,-3.036291256
426,0.000919832,-3.036291256
427,0.000919832,-3.036291256
428,0.000919832,-3.036291256
429,0.000919832,-3.036291256
430,0.000919832,-3.036291256
431,0.000920917,-3.03577972
432,0.000920917,-3.03577972
433,0.000920917,-3.03577972
434,0.000920917,-3.03577972
435,0.000920917,-3.03577972
436,0.000920917,-3.03577972
437,0.000920917,-3.03577972
438,0.000920917,-3.03577972
439,0.000920917,-3.03577972
440,0.000920917,-3.03577972
441,0.000920917,-3.03577972
442,0.000920917,-3.03577972
443,0.000920917,-3.03577972
444,0.000920917,-3.03577972
445,0.000920917,-3.03577972
446,0.000920917,-3.03577972
447,0.000920917,-3.03577972
448,0.000920917,-3.03577972
449,0.000920917,-3.03577972
450,0.000929544,-3.031730236
451,0.000929544,-3.031730236
452,0.000929544,-3.031730236
453,0.000929544,-3.031730236
454,0.000929544,-3.031730236
455,0.000932758,-3.03023094
456,0.000932758,-3.03023094
457,0.000932758,-3.03023094
458,0.000932758,-3.03023094
459,0.000932758,-3.03023094
460,0.000932758,-3.03023094
461,0.000932758,-3.03023094
462,0.000938091,-3.02775489
463,0.000938091,-3.02775489
464,0.000938091,-3.02775489
465,0.000938091,-3.02775489
466,0.000938091,-3.02775489
467,0.000938091,-3.02775489
468,0.000938091,-3.02775489
469,0.000939154,-3.02726305
470,0.000939154,-3.02726305
471,0.000939154,-3.02726305
472,0.000939154,-3.02726305
473,0.000939154,-3.02726305
474,0.000939154,-3.02726305
475,0.000939154,-3.02726305
476,0.000939154,-3.02726305
477,0.000939154,-3.02726305
478,0.000939154,-3.02726305
479,0.000939154,-3.02726305
480,0.000942336,-3.025794179
481,0.000942336,-3.025794179
482,0.000942336,-3.025794179
483,0.000942336,-3.025794179
484,0.000942336,-3.025794179
485,0.000942336,-3.025794179
486,0.000942336,-3.025794179
487,0.000942336,-3.025794179
488,0.000942336,-3.025794179
489,0.000942336,-3.025794179
490,0.000942336,-3.025794179
491,0.000942336,-3.025794179
492,0.000942336,-3.025794179
493,0.000942336,-3.025794179
494,0.000942336,-3.025794179
495,0.000942336,-3.025794179
496,0.000942336,-3.025794179
497,0.000942336,-3.025794179
498,0.000942336,-3.025794179
499,0.000942336,-3.025794179
500,0.000942336,-3.025794179
501,0.000942336,-3.025794179
502,0.000942336,-3.025794179
503,0.000942336,-3.025794179
504,0.000942336,-3.025794179
505,0.000942336,-3.025794179
506,0.000946562,-3.023851014
507,0.000946562,-3.023851014
508,0.000946562,-3.023851014
509,0.000946562,-3.023851014
510,0.000946562,-3.023851014
511,0.000946562,-3.023851014
512,0.000946562,-3.023851014
513,0.000946562,-3.023851014
514,0.000947615,-3.023367928
515,0.000947615,-3.023367928
516,0.000947615,-3.023367928
517,0.000947615,-3.023367928
518,0.000947615,-3.023367928
519,0.000947615,-3.023367928
520,0.000947615,-3.023367928
521,0.000947615,-3.023367928
522,0.000949719,-3.022404967
523,0.000949719,-3.022404967
524,0.000949719,-3.022404967
525,0.000949719,-3.022404967
526,0.000954957,-3.020016085
527,0.000954957,-3.020016085
528,0.000954957,-3.020016085
529,0.000954957,-3.020016085
530,0.000954957,-3.020016085
531,0.000954957,-3.020016085
532,0.000954957,-3.020016085
533,0.000956001,-3.019541446
534,0.000956001,-3.019541446
535,0.000956001,-3.019541446
536,0.000959127,-3.018123722
537,0.000959127,-3.018123722
538,0.000959127,-3.018123722
539,0.000959127,-3.018123722
540,0.000959127,-3.018123722
541,0.000962243,-3.016715194
542,0.000962243,-3.016715194
543,0.000962243,-3.016715194
544,0.000962243,-3.016715194
545,0.000964315,-3.015781226
546,0.000964315,-3.015781226
547,0.000964315,-3.015781226
548,0.000964315,-3.015781226
549,0.000964315,-3.015781226
550,0.000964315,-3.015781226
551,0.000966382,-3.014851258
552,0.000966382,-3.014851258
553,0.000966382,-3.014851258
554,0.00097563,-3.010714995
555,0.00097563,-3.010714995
556,0.00097563,-3.010714995
557,0.00097563,-3.010714995
558,0.00097563,-3.010714995
559,0.00097563,-3.010714995
560,0.00097563,-3.010714995
561,0.000979712,-3.008901646
562,0.000979712,-3.008901646
563,0.000979712,-3.008901646
564,0.000979712,-3.008901646
565,0.000979712,-3.008901646
566,0.000979712,-3.008901646
567,0.00098073,-3.008450665
568,0.00098073,-3.008450665
569,0.00098073,-3.008450665
570,0.000982762,-3.007551504
571,0.000982762,-3.007551504
572,0.000982762,-3.007551504
573,0.000983777,-3.007103315
574,0.000983777,-3.007103315
575,0.000983777,-3.007103315
576,0.000983777,-3.007103315
577,0.000983777,-3.007103315
578,0.000983777,-3.007103315
579,0.000983777,-3.007103315
580,0.000983777,-3.007103315
581,0.000983777,-3.007103315
582,0.000986815,-3.005764274
583,0.000988835,-3.004876145
584,0.000988835,-3.004876145
585,0.000988835,-3.004876145
586,0.000988835,-3.004876145
587,0.000988835,-3.004876145
588,0.000988835,-3.004876145
589,0.000988835,-3.004876145
590,0.000991857,-3.003550725
591,0.000991857,-3.003550725
592,0.000991857,-3.003550725
593,0.000991857,-3.003550725
594,0.000991857,-3.003550725
595,0.000991857,-3.003550725
596,0.000991857,-3.003550725
597,0.000998874,-3.000489182
598,0.000998874,-3.000489182
599,0.000998874,-3.000489182
600,0.000998874,-3.000489182
601,0.000998874,-3.000489182
602,0.000998874,-3.000489182
603,0.000998874,-3.000489182
604,0.000998874,-3.000489182
605,0.000998874,-3.000489182
606,0.000998874,-3.000489182
607,0.000998874,-3.000489182
608,0.000998874,-3.000489182
609,0.000998874,-3.000489182
610,0.000998874,-3.000489182
611,0.000998874,-3.000489182
612,0.000998874,-3.000489182
613,0.000998874,-3.000489182
614,0.000998874,-3.000489182
615,0.000998874,-3.000489182
616,0.000998874,-3.000489182
617,0.001003856,-2.998328496
618,0.001003856,-2.998328496
619,0.001003856,-2.998328496
620,0.001003856,-2.998328496
621,0.001003856,-2.998328496
622,0.001003856,-2.998328496
623,0.001003856,-2.998328496
624,0.001003856,-2.998328496
625,0.001003856,-2.998328496
626,0.001007824,-2.996615293
627,0.001007824,-2.996615293
628,0.001007824,-2.996615293
629,0.001007824,-2.996615293
630,0.001007824,-2.996615293
631,0.00101079,-2.995339204
632,0.001012762,-2.994492625
633,0.001012762,-2.994492625
634,0.001012762,-2.994492625
635,0.001012762,-2.994492625
636,0.001012762,-2.994492625
637,0.001012762,-2.994492625
638,0.001018656,-2.991972513
639,0.001018656,-2.991972513
640,0.001018656,-2.991972513
641,0.001018656,-2.991972513
642,0.001018656,-2.991972513
643,0.001018656,-2.991972513
644,0.001018656,-2.991972513
645,0.001018656,-2.991972513
646,0.001019635,-2.991555323
647,0.001019635,-2.991555323
648,0.001020613,-2.991138933
649,0.001020613,-2.991138933
650,0.001020613,-2.991138933
651,0.001020613,-2.991138933
652,0.001020613,-2.991138933
653,0.001020613,-2.991138933
654,0.001028404,-2.98783625
655,0.001028404,-2.98783625
656,0.001028404,-2.98783625
657,0.001028404,-2.98783625
658,0.001028404,-2.98783625
659,0.001028404,-2.98783625
660,0.001028404,-2.98783625
661,0.001028404,-2.98783625
662,0.001028404,-2.98783625
663,0.001028404,-2.98783625
664,0.00103131,-2.98661058
665,0.00103131,-2.98661058
666,0.00103131,-2.98661058
667,0.00103131,-2.98661058
668,0.00103131,-2.98661058
669,0.001036136,-2.984583047
670,0.001036136,-2.984583047
671,0.001039021,-2.983375552
672,0.001041898,-2.982174735
673,0.001041898,-2.982174735
674,0.001041898,-2.982174735
675,0.001041898,-2.982174735
676,0.001041898,-2.982174735
677,0.001041898,-2.982174735
678,0.001041898,-2.982174735
679,0.001041898,-2.982174735
680,0.001042855,-2.981775933
681,0.001042855,-2.981775933
682,0.001042855,-2.981775933
683,0.001042855,-2.981775933
684,0.001042855,-2.981775933
685,0.001042855,-2.981775933
686,0.001042855,-2.981775933
687,0.001042855,-2.981775933
688,0.001042855,-2.981775933
689,0.001045722,-2.980583905
690,0.001045722,-2.980583905
691,0.001045722,-2.980583905
692,0.001045722,-2.980583905
693,0.001045722,-2.980583905
694,0.001045722,-2.980583905
695,0.001046675,-2.980188012
696,0.001046675,-2.980188012
697,0.001051431,-2.978219302
698,0.001051431,-2.978219302
699,0.001051431,-2.978219302
700,0.001051431,-2.978219302
701,0.001051431,-2.978219302
702,0.001054274,-2.977046587
703,0.001054274,-2.977046587
704,0.001054274,-2.977046587
705,0.001054274,-2.977046587
706,0.001054274,-2.977046587
707,0.001058995,-2.975106027
708,0.001058995,-2.975106027
709,0.001058995,-2.975106027
710,0.001058995,-2.975106027
711,0.001058995,-2.975106027
712,0.001058995,-2.975106027
713,0.001058995,-2.975106027
714,0.001058995,-2.975106027
715,0.001061818,-2.973949961
716,0.001061818,-2.973949961
717,0.001061818,-2.973949961
718,0.00106557,-2.972418051
719,0.00106557,-2.972418051
720,0.00106557,-2.972418051
721,0.00106557,-2.972418051
722,0.00106557,-2.972418051
723,0.00106557,-2.972418051
724,0.001073035,-2.969386278
725,0.001073035,-2.969386278
726,0.001073964,-2.969010265
727,0.001073964,-2.969010265
728,0.001073964,-2.969010265
729,0.001073964,-2.969010265
730,0.00107582,-2.968260188
731,0.00107582,-2.968260188
732,0.001079524,-2.966767761
733,0.001079524,-2.966767761
734,0.001079524,-2.966767761
735,0.001079524,-2.966767761
736,0.001080448,-2.966396252
737,0.001080448,-2.966396252
738,0.001080448,-2.966396252
739,0.001080448,-2.966396252
740,0.001080448,-2.966396252
741,0.001080448,-2.966396252
742,0.001080448,-2.966396252
743,0.001081371,-2.966025377
744,0.001081371,-2.966025377
745,0.001081371,-2.966025377
746,0.001086893,-2.963813331
747,0.001086893,-2.963813331
748,0.001086893,-2.963813331
749,0.001086893,-2.963813331
750,0.00108781,-2.963446838
751,0.00108781,-2.963446838
752,0.001095123,-2.960536949
753,0.001098762,-2.959096497
754,0.001103293,-2.957309267
755,0.001103293,-2.957309267
756,0.001103293,-2.957309267
757,0.001103293,-2.957309267
758,0.001103293,-2.957309267
759,0.0011051,-2.956598474
760,0.0011051,-2.956598474
761,0.0011051,-2.956598474
762,0.0011051,-2.956598474
763,0.0011051,-2.956598474
764,0.001106002,-2.956243947
765,0.001109605,-2.954831603
766,0.001109605,-2.954831603
767,0.001109605,-2.954831603
768,0.001116775,-2.952034176
769,0.001116775,-2.952034176
770,0.001116775,-2.952034176
771,0.001116775,-2.952034176
772,0.001116775,-2.952034176
773,0.001117668,-2.951687018
774,0.001117668,-2.951687018
775,0.001117668,-2.951687018
776,0.001119452,-2.950994363
777,0.001119452,-2.950994363
778,0.001119452,-2.950994363
779,0.001119452,-2.950994363
780,0.001120343,-2.950648862
781,0.001120343,-2.950648862
782,0.001120343,-2.950648862
783,0.001120343,-2.950648862
784,0.001120343,-2.950648862
785,0.001120343,-2.950648862
786,0.001120343,-2.950648862
787,0.001120343,-2.950648862
788,0.001120343,-2.950648862
789,0.001124787,-2.948929556
790,0.001124787,-2.948929556
791,0.001124787,-2.948929556
792,0.001127445,-2.947904468
793,0.001127445,-2.947904468
794,0.001127445,-2.947904468
795,0.00113098,-2.94654517
796,0.00113098,-2.94654517
797,0.00113098,-2.94654517
798,0.001138892,-2.943517506
799,0.001138892,-2.943517506
800,0.001138892,-2.943517506
801,0.001138892,-2.943517506
802,0.001138892,-2.943517506
803,0.001138892,-2.943517506
804,0.001138892,-2.943517506
805,0.001141517,-2.942517594
806,0.001141517,-2.942517594
807,0.001141517,-2.942517594
808,0.001141517,-2.942517594
809,0.001144136,-2.941522265
810,0.001144136,-2.941522265
811,0.001144136,-2.941522265
812,0.001144136,-2.941522265
813,0.001144136,-2.941522265
814,0.001144136,-2.941522265
815,0.001145008,-2.9411915
816,0.001145008,-2.9411915
817,0.001148488,-2.939873455
818,0.001148488,-2.939873455
819,0.001148488,-2.939873455
820,0.001152824,-2.93823707
821,0.001152824,-2.93823707
822,0.001152824,-2.93823707
823,0.001158866,-2.935966652
824,0.001159727,-2.935644236
825,0.001159727,-2.935644236
826,0.001162305,-2.93467985
827,0.001162305,-2.93467985
828,0.001164878,-2.933719728
829,0.001164878,-2.933719728
830,0.001164878,-2.933719728
831,0.001169152,-2.932128899
832,0.001169152,-2.932128899
833,0.001169152,-2.932128899
834,0.001169152,-2.932128899
835,0.001169152,-2.932128899
836,0.001169152,-2.932128899
837,0.001172561,-2.930864574
838,0.001172561,-2.930864574
839,0.001172561,-2.930864574
840,0.001172561,-2.930864574
841,0.001175111,-2.929921137
842,0.001175111,-2.929921137
843,0.001175111,-2.929921137
844,0.001175111,-2.929921137
845,0.001179349,-2.928357796
846,0.001179349,-2.928357796
847,0.001179349,-2.928357796
848,0.001179349,-2.928357796
849,0.001179349,-2.928357796
850,0.001180194,-2.928046473
851,0.001180194,-2.928046473
852,0.001182728,-2.927115176
853,0.001182728,-2.927115176
854,0.001182728,-2.927115176
855,0.001182728,-2.927115176
856,0.001182728,-2.927115176
857,0.001182728,-2.927115176
858,0.001186938,-2.925571834
859,0.001186938,-2.925571834
860,0.001186938,-2.925571834
861,0.001186938,-2.925571834
862,0.001189458,-2.924651067
863,0.001189458,-2.924651067
864,0.001189458,-2.924651067
865,0.001189458,-2.924651067
866,0.001189458,-2.924651067
867,0.001191971,-2.923734188
868,0.001191971,-2.923734188
869,0.001191971,-2.923734188
870,0.001198649,-2.921307936
871,0.001198649,-2.921307936
872,0.001198649,-2.921307936
873,0.001198649,-2.921307936
874,0.001198649,-2.921307936
875,0.001201974,-2.920104902
876,0.001201974,-2.920104902
877,0.001202804,-2.919805181
878,0.001202804,-2.919805181
879,0.001202804,-2.919805181
880,0.001202804,-2.919805181
881,0.001202804,-2.919805181
882,0.001206117,-2.91861042
883,0.001206944,-2.918312755
884,0.001206944,-2.918312755
885,0.001209422,-2.917422197
886,0.001215183,-2.915358325
887,0.001215183,-2.915358325
888,0.001215183,-2.915358325
889,0.001215183,-2.915358325
890,0.001219281,-2.913896048
891,0.001219281,-2.913896048
892,0.001220099,-2.913604771
893,0.001226624,-2.911288512
894,0.001226624,-2.911288512
895,0.001226624,-2.911288512
896,0.001226624,-2.911288512
897,0.001229062,-2.910426245
898,0.001235539,-2.908143467
899,0.001235539,-2.908143467
900,0.001235539,-2.908143467
901,0.001235539,-2.908143467
902,0.001238765,-2.907011015
903,0.001241179,-2.906165534
904,0.001241983,-2.905884438
905,0.001241983,-2.905884438
906,0.001241983,-2.905884438
907,0.00124439,-2.905043324
908,0.00124439,-2.905043324
909,0.00124439,-2.905043324
910,0.00124439,-2.905043324
911,0.001250788,-2.902816153
912,0.001250788,-2.902816153
913,0.001250788,-2.902816153
914,0.001251586,-2.902539356
915,0.001253975,-2.901711076
916,0.001253975,-2.901711076
917,0.001257947,-2.900337591
918,0.001257947,-2.900337591
919,0.001257947,-2.900337591
920,0.001257947,-2.900337591
921,0.001257947,-2.900337591
