Long,Lat,v1_sp_75_555_111_1021_0__real3,Name,min_distance,sum_min_distance,normalization_mutual_sparseness,self_mean_distance,self_density,Long1,Lat1,Value1,Name1,dDist,dV,dV_dDist,log10_nor_mutual_sp,log10_self_sp
-1.19,-3.09,1.20531702,name944,0.215870331449229,223.609446869656,0.000965390033700417,4.70164438129861,0.0459137939712925,-1.24,-3.3,0.689809918,name499,0.215870331449229,0.515507102,2.38804053590497,-3.01529718897626,-1.33805681891514
-0.96,-3.54,0.069896474,name748,0.191049731745428,223.609446869656,0.000854390252379598,4.90622784323546,0.038940248567714,-1.1,-3.41,1.02983737,name521,0.191049731745428,0.959940896,5.02456029239084,-3.06834371509302,-1.40960128057043
-1.24,-3.3,0.689809918,name499,0.178044938147649,223.609446869656,0.00079623173636055,4.8227114597951,0.0369180158572483,-1.1,-3.41,1.02983737,name521,0.178044938147649,0.340027452,1.90978443721901,-3.09896051621239,-1.43276164798751
-0.61,-3.13,-0.11375048,name103,0.184390889145857,223.609446869656,0.000824611355768616,4.63091135567833,0.0398174084934191,-0.57,-2.95,0.314483464,name80,0.184390889145857,0.428233944,2.32242463813522,-3.08375068880013,-1.39992700934208
-0.39,-3.48,0.489152193,name731,0.194164878389476,223.609446869656,0.000868321446645572,4.8050552417299,0.0404084591376256,-0.5,-3.32,0.104238667,name909,0.194164878389476,0.384913526,1.98240551634627,-3.06131947221836,-1.39352770983415
-0.59,-3.77,-1.346446633,name59,0.233238075793812,223.609446869656,0.0010430600274673,4.99744634623922,0.0466714517043956,-0.71,-3.57,-0.006628085,name789,0.233238075793812,1.339818548,5.74442463324226,-2.98169069747217,-1.33094869027827
-0.24,-3.09,-0.068549238,name632,0.177200451466693,223.609446869656,0.000792455121853528,4.58159962244234,0.0386765466363977,-0.29,-2.92,-0.271311998,name406,0.177200451466693,0.20276276,1.14425645263162,-3.10102532328465,-1.41255231027959
-0.09,-3.25,1.039888024,name28,0.214709105535839,223.609446869656,0.000960196935065067,4.66201814527387,0.0460549699390382,0.1,-3.15,0.400965124,name483,0.214709105535839,0.6389229,2.97576061530074,-3.01763968462644,-1.33672349683229
0.04,-2.91,0.262431473,name541,0.1802775637732,223.609446869656,0.000806216223406182,4.48519564080431,0.0401939130888995,0.19,-2.81,0.840910137,name266,0.1802775637732,0.578478664,3.20882228432908,-3.09354846683182,-1.39583971089706
0.32,-2.49,-0.576669216,name483,0.208086520466848,223.609446869656,0.000930580185139242,4.30352193326189,0.0483526106509529,0.15,-2.37,-0.845232308,name740,0.208086520466848,0.268563092,1.29063185542952,-3.03124619914458,-1.31558007254903
0.49,-1.84,1.174212694,name187,0.261725046566048,223.609446869656,0.00117045612441682,4.08396893061867,0.0640859543773267,0.67,-2.03,1.210802197,name218,0.261725046566048,0.0365895030000001,0.139801304766476,-2.93164486157505,-1.19323714372346
0.35,-1.05,-1.111618996,name651,0.294278779391243,223.609446869656,0.00131603911869958,3.89455033741633,0.0755616833512209,0.64,-1,-0.452721536,name409,0.294278779391243,0.65889746,2.2390247144664,-2.88073120131259,-1.12169837549871
0.04,-0.83,0.47036916,name536,0.228473193175917,223.609446869656,0.00102175107704236,3.85557433540214,0.0592578882679193,-0.05,-1.04,-1.113321424,name43,0.228473193175917,1.583690584,6.93162537795236,-2.99065489582013,-1.2272538292301
0.64,-1,-0.452721536,name409,0.294278779391243,223.609446869656,0.00131603911869958,3.9104716163249,0.0752540379433336,0.35,-1.05,-1.111618996,name651,0.294278779391243,0.65889746,2.2390247144664,-2.88073120131259,-1.12347019195394
0.56,-1.37,-0.950103879,name584,0.2,223.609446869656,0.000894416594646744,3.96963999147315,0.0503824025426999,0.44,-1.53,0.061244119,name657,0.2,1.011347998,5.05673999,-3.04846015165728,-1.2977211265132
0.65,-1.59,1.209254265,name767,0.218403296678416,223.609446869656,0.000976717664373655,4.03034020173524,0.0541897918653079,0.44,-1.53,0.061244119,name657,0.218403296678416,1.148010146,5.25637736911256,-3.0102309578012,-1.266082517043
0.98,-1.4,-0.003615558,name804,0.186815416922694,223.609446869656,0.000835454045157538,4.03143639045065,0.0463396662701184,0.93,-1.22,0.366864711,name862,0.186815416922694,0.370480269,1.98313541303343,-3.07807743384167,-1.33404709824496
0.93,-1.22,0.366864711,name862,0.186815416922694,223.609446869656,0.000835454045157538,3.98639455415732,0.046863253093668,0.98,-1.4,-0.003615558,name804,0.186815416922694,0.370480269,1.98313541303343,-3.07807743384167,-1.32916756739096
0.56,-2.35,1.252412081,name842,0.180277563773199,223.609446869656,0.000806216223406181,4.26515316674037,0.0422675474304188,0.46,-2.2,1.472705245,name638,0.180277563773199,0.220293164,1.22196661297877,-3.09354846683182,-1.37399295132729
0.82,-2.13,1.423732042,name11,0.180277563773199,223.609446869656,0.000806216223406181,4.21489081991752,0.0427715856651127,0.67,-2.03,1.210802197,name218,0.180277563773199,0.212929845,1.18112226803708,-3.09354846683182,-1.36884464890514
0.76,-2.34,1.283791423,name69,0.200249843945008,223.609446869656,0.000895533917499179,4.28405474564738,0.0467430637174893,0.56,-2.35,1.252412081,name842,0.200249843945008,0.0313793420000001,0.15670095607474,-3.04791796101117,-1.33028282570515
0.45,-2.82,-0.445315182,name256,0.189736659610102,223.609446869656,0.000848518084840582,4.45832928264289,0.0425577940931332,0.51,-2.64,-0.926530123,name945,0.189736659610102,0.481214941,2.53622542943925,-3.07133889693762,-1.37102089100455
0.28,-3.16,1.27520895,name687,0.180277563773199,223.609446869656,0.000806216223406182,4.61851112006149,0.0390336970263264,0.1,-3.15,0.400965124,name483,0.180277563773199,0.874243826,4.84943221830895,-3.09354846683182,-1.40856031312832
-0.22,-3.76,0.110339254,name592,0.208086520466848,223.609446869656,0.000930580185139241,4.96550945832179,0.0419063788345246,-0.1,-3.59,0.136006966,name796,0.208086520466848,0.025667712,0.123351151926678,-3.03124619914458,-1.37771986529665
0.46,-3.29,-0.668455243,name87,0.222036033111745,223.609446869656,0.000992963563123394,4.69986403484392,0.0472430758561548,0.28,-3.16,1.27520895,name687,0.222036033111745,1.943664193,8.75382326805399,-3.00306668768265,-1.32566183451601
0.76,-2.83,-0.090467267,name302,0.263058928759318,223.609446869656,0.00117642135626165,4.49509516024338,0.0585213258855848,0.8,-2.57,0.373840898,name476,0.263058928759318,0.464308165,1.76503480490036,-2.92943710009288,-1.23268584286337
0.8,-2.57,0.373840898,name476,0.233452350598575,223.609446869656,0.00104401828217328,4.38326816668115,0.0532598832015648,0.76,-2.34,1.283791423,name69,0.233452350598575,0.909950525,3.89779979797537,-2.98129189618294,-1.27359979029985
1.15,-2.33,-0.801696777,name202,0.341760149812701,223.609446869656,0.00152837974690719,4.3448827020487,0.0786580842911029,1.27,-2.65,-0.698274791,name113,0.341760149812701,0.103421986,0.302615697168554,-2.81576872593307,-1.10425663499129
0.89,-3.26,-0.377572566,name147,0.250599281722833,223.609446869656,0.00112070078089728,4.73177541359191,0.0529609416801552,0.67,-3.38,-1.716543555,name656,0.250599281722833,1.338970989,5.3430759250177,-2.95051032545266,-1.27604430145999
0.44,-3.75,-0.14097634,name48,0.237697286480094,223.609446869656,0.00106300198765149,4.96929012662573,0.0478332478931948,0.22,-3.66,-0.375811636,name196,0.237697286480094,0.234835296,0.987959515556633,-2.97346592341154,-1.32027012938931
-2.82,-3.27,-0.957675278,name41,0.206155281280883,223.609446869656,0.000921943523258446,5.32984578394668,0.0386794083051738,-2.77,-3.47,-2.722396374,name106,0.206155281280883,1.764721096,8.56015468066325,-3.03529568229611,-1.41252017811963
1.66,-4.56,-1.262913466,name42,0.256124969497313,223.609446869656,0.00114541211510894,5.71424006436341,0.0448222277349922,1.5,-4.36,-1.048041224,name105,0.256124969497313,0.214872242,0.838935158964475,-2.94103822763343,-1.34850656214788
-0.05,-1.04,-1.113321424,name43,0.228473193175917,223.609446869656,0.00102175107704236,3.88520260188141,0.0588059920132039,0.04,-0.83,0.47036916,name536,0.228473193175917,1.583690584,6.93162537795236,-2.99065489582013,-1.2305784194054
0.24,-3.45,-0.963230252,name44,0.21095023109729,223.609446869656,0.000943386936689908,4.77780045332822,0.044152164402417,0.22,-3.66,-0.375811636,name196,0.21095023109729,0.587418616,2.78463129878764,-3.0253101418308,-1.35504800182625
-2.92,1.73,-0.284631222,name45,0.223606797749979,223.609446869656,0.000999988152916997,4.87678785969156,0.0458512455705058,-2.88,1.95,-0.836503386,name244,0.223606797749979,0.551872164,2.46804734718782,-3.00000514515325,-1.33864886202123
2.89,-3.2,-1.002266288,name46,0.198494332412793,223.609446869656,0.000887683124266644,5.31547816117792,0.0373427049070607,2.76,-3.05,0.727873325,name484,0.198494332412793,1.730139613,8.71631744830864,-3.05174203640847,-1.42779422726364
4.13,3.71,0.512837887,name47,0.200997512422418,223.609446869656,0.000898877552966627,6.37118731752073,0.0315478893344849,3.93,3.73,0.768823922,name779,0.200997512422418,0.255986035,1.27357812499698,-3.04629946476596,-1.5010296912867
1.68,2.68,-0.741047263,name48,0.226715680975093,223.609446869656,0.0010138913366538,4.73288331050169,0.0479022333958749,1.51,2.53,-1.74612391,name755,0.226715680975093,1.005076647,4.43320304390598,-2.99400858782362,-1.31964423754802
-4.08,-0.32,0.235484019,name49,0.257099202643649,223.609446869656,0.00114976896657463,5.27438909213872,0.0487448305675525,-4.33,-0.26,-0.955000103,name224,0.257099202643649,1.190484122,4.6304465737689,-2.93938941757844,-1.3120714348378
3.55,-0.8,-0.58517307,name50,0.265706605111728,223.609446869656,0.0011882619845959,4.93842733032498,0.0538038908622036,3.8,-0.89,-0.40401575,name633,0.265706605111728,0.18115732,0.681794567823499,-2.92508779679536,-1.2691863169194
-4.71,4.14,-1.596356034,name51,0.205182845286832,223.609446869656,0.00091759470880689,7.04105839221548,0.0291409094850967,-4.86,4,-2.330417871,name389,0.205182845286832,0.734061837,3.57759848769925,-3.03734909940343,-1.53549689806379
-2.92,-1.96,-0.888810456,name52,0.182482875908947,223.609446869656,0.000816078562259123,4.84767640185117,0.037643369891452,-3.1,-1.99,-0.728675067,name119,0.182482875908947,0.160135389,0.877536526111648,-3.0882680305681,-1.42431150480504
-1.88,-0.3,-0.426082164,name53,0.187882942280559,223.609446869656,0.000840228107133943,4.14252091569076,0.0453547359456675,-1.96,-0.47,0.838799536,name390,0.187882942280559,1.2648817,6.73228598959875,-3.07560279462735,-1.3433773571666
2.93,3.44,-0.737288058,name54,0.222036033111745,223.609446869656,0.000992963563123393,5.58199557319265,0.0397771782869312,3.15,3.47,0.961921871,name947,0.222036033111745,1.699209929,7.65285663406188,-3.00306668768265,-1.40036602809645
-0.91,-3.18,1.013202906,name55,0.294108823397055,223.609446869656,0.00131527906139177,4.69739489882866,0.0626110492584717,-1.19,-3.09,1.20531702,name944,0.294108823397055,0.192114114,0.653207584121476,-2.88098209358885,-1.20334901809085
1.23,-1.21,0.026109878,name56,0.184390889145858,223.609446869656,0.000824611355768616,4.04109430485683,0.0456289497931898,1.11,-1.07,-0.29618305,name139,0.184390889145858,0.322292928,1.74787881056888,-3.08375068880013,-1.34075952693787
2.65,-4.32,-1.179628491,name57,0.255538646783613,223.609446869656,0.00114279003128418,5.86898248148643,0.0435405366415224,2.87,-4.45,-1.522746682,name515,0.255538646783613,0.343118191,1.34272524065821,-2.94203355668372,-1.36110622253848
-1.78,3.74,-0.299739242,name58,0.233238075793812,223.609446869656,0.0010430600274673,5.37371225715879,0.0434035290004773,-1.98,3.86,-0.464181155,name721,0.233238075793812,0.164441913,0.705038885440689,-2.98169069747217,-1.36247495797307
-1.08,-4.06,-1.175065517,name59,0.220227155455453,223.609446869656,0.000984874112156025,5.25252687720082,0.0419278493197956,-0.86,-4.07,-0.841304898,name454,0.220227155455453,0.333760619,1.51552890155507,-3.00661927802013,-1.37749741406913
0.66,0.21,1.679249525,name60,0.290688837074973,223.609446869656,0.0012999845987921,3.86107289099514,0.0752870627625089,0.68,0.5,1.393686414,name817,0.290688837074973,0.285563111,0.982366966249719,-2.88606179284642,-1.12327964602466
0.06,0.22,-1.05036819,name61,0.268328157299975,223.609446869656,0.0011999857835004,3.8271971255292,0.0701108797114473,-0.18,0.34,-0.741929591,name678,0.268328157299975,0.308438599,1.14948279041466,-2.92082389910563,-1.15421458357374
-4.88,0.38,-1.455524683,name62,0.331209903233584,223.609446869656,0.0014811981688173,5.88090247918375,0.0563195707471678,-4.72,0.09,-1.239637852,name167,0.331209903233584,0.215886831,0.651812729306427,-2.82938683353391,-1.2493406639307
1.13,-0.01,-0.17944999,name63,0.21377558326432,223.609446869656,0.000956022146009471,3.92353735171448,0.054485420706115,1.34,-0.05,-0.509432435,name705,0.21377558326432,0.329982445,1.54359277126611,-3.01953204728634,-1.2637196913735
2,0.52,-0.392524719,name64,0.266270539113887,223.609446869656,0.00119078394424498,4.19950904772629,0.0634051590525926,2.15,0.3,0.290202916,name272,0.266270539113887,0.682727635,2.56403745330605,-2.92416702972973,-1.19787540368108
4.36,-3.08,-0.270087004,name65,0.284253408071038,223.609446869656,0.00127120482631815,6.09205141952644,0.046659719115295,4.18,-3.3,0.575600088,name549,0.284253408071038,0.845687092,2.9751168077065,-2.89578446693397,-1.33105787992385
1.25,-0.88,0.942213237,name66,0.200249843945008,223.609446869656,0.000895533917499179,3.99363600625247,0.0501422372072705,1.05,-0.87,-0.920447469,name463,0.200249843945008,1.862660706,9.30168368326679,-3.04791796101117,-1.29979629293271
3.76,-2.94,-0.633866847,name67,0.240831891575846,223.609446869656,0.00107702020172801,5.65107002704665,0.0426170425110992,3.78,-2.7,-1.354814529,name841,0.240831891575846,0.720947682,2.99357231005658,-2.96777615053979,-1.37041669224913
1.51,-3.21,-0.217093945,name68,0.186010752377383,223.609446869656,0.000831855518545287,4.8283688765358,0.0385245529357399,1.62,-3.06,-0.739463747,name316,0.186010752377383,0.522369802,2.80827745344637,-3.07995209792487,-1.41426239241922
2.62,1.65,0.697695673,name69,0.190262975904404,223.609446869656,0.000850871814978865,4.67914946553688,0.0406618718435347,2.81,1.64,-0.290226758,name181,0.190262975904404,0.987922431,5.1924050189164,-3.07013586205468,-1.39081263276619
3.11,1.04,-0.738743186,name70,0.184390889145857,223.609446869656,0.000824611355768615,4.76784236127979,0.0386738644388325,2.97,1.16,-1.333064318,name564,0.184390889145857,0.594321132,3.22315888140156,-3.08375068880013,-1.41258242941112
-0.56,-4.66,-0.783250988,name71,0.300166620396073,223.609446869656,0.00134237003220639,5.60909880645075,0.0535142329906661,-0.86,-4.67,0.112069167,name498,0.300166620396073,0.895320155,2.98274389676846,-2.87212775183173,-1.27153069485309
1.95,4.84,-1.065418482,name72,0.18788294228056,223.609446869656,0.000840228107133944,6.15508960084437,0.0305248102732388,2.12,4.92,-1.676901817,name560,0.18788294228056,0.611483335,3.25459739760138,-3.07560279462735,-1.51534702672924
4.46,-2.58,-0.64322865,name73,0.190262975904404,223.609446869656,0.000850871814978865,5.95863692563524,0.031930620757552,4.47,-2.39,-0.242087513,name452,0.190262975904404,0.401141137,2.10835100782587,-3.07013586205468,-1.49579263833626
3.93,-2.36,-0.494537055,name74,0.241660919471892,223.609446869656,0.00108072768326625,5.52765253140042,0.0437185438301542,4.03,-2.58,-1.40496552,name243,0.241660919471892,0.910428465,3.76737979392607,-2.96628372376506,-1.35933431188841
-2.66,2.89,-1.129222631,name75,0.240416305603426,223.609446869656,0.00107516166677684,5.21778594524156,0.0460763067183079,-2.89,2.96,-1.494750738,name700,0.240416305603426,0.365528107,1.52039648925872,-2.968526228111,-1.33652233939693
-4.42,-4.64,-0.705485344,name76,0.325269119345812,223.609446869656,0.00145463049034513,6.99288876843113,0.046514270442026,-4.65,-4.41,-0.890125751,name256,0.325269119345812,0.184640407,0.567654277698888,-2.83724731347168,-1.33241378639112
-4.89,-4.12,-1.776093006,name77,0.353836120259082,223.609446869656,0.00158238448872572,6.9910690225233,0.0506125914533414,-4.65,-3.86,-1.045595765,name85,0.353836120259082,0.730497241,2.06450726529876,-2.80068798288406,-1.29574142548368
3.98,-4.38,-2.56124711,name78,0.194164878389476,223.609446869656,0.000868321446645571,6.55101428013416,0.0296389032425525,4.17,-4.42,-2.317746878,name751,0.194164878389476,0.243500232,1.2540899982517,-3.06131947221837,-1.52813787102065
-3.06,-2.32,-0.15944232,name79,0.223606797749979,223.609446869656,0.000999988152916996,5.03393229956076,0.0444199056410611,-3.28,-2.28,-0.982944131,name778,0.223606797749979,0.823501811,3.68281205798037,-3.00000514515325,-1.35242236833617
-0.57,-2.95,0.314483464,name80,0.184390889145857,223.609446869656,0.000824611355768616,4.53525938350688,0.0406571870655119,-0.61,-3.13,-0.11375048,name103,0.184390889145857,0.428233944,2.32242463813522,-3.08375068880013,-1.39086267203802
-2.6,-1.76,-0.393571943,name81,0.292745623366089,223.609446869656,0.00130918271774418,4.64182260852173,0.0630669562487479,-2.56,-1.47,-0.958774626,name748,0.292745623366089,0.565202683,1.93069558649966,-2.88299973635966,-1.20019812851629
1.51,-4.77,-1.366881132,name82,0.256124969497314,223.609446869656,0.00114541211510894,5.83225755140002,0.0439152364654801,1.31,-4.93,-2.550036669,name712,0.256124969497314,1.183155537,4.61944627781559,-2.94103822763343,-1.35738477440845
-2.46,-2.87,1.765079975,name83,0.192353840616713,223.609446869656,0.000860222335458117,4.98217084060398,0.0386084393271016,-2.65,-2.84,0.405678511,name479,0.192353840616713,1.359401464,7.06719169028062,-3.06538928528776,-1.41331775355147
0.28,4.66,-0.455330342,name84,0.228473193175917,223.609446869656,0.00102175107704236,5.75723454809501,0.0396845379960272,0.07,4.57,1.402589679,name849,0.228473193175917,1.857920021,8.13189501653903,-2.99065489582013,-1.40137867134786
-4.65,-3.86,-1.045595765,name85,0.178044938147648,223.609446869656,0.000796231736360547,6.68552595893875,0.0266314033093532,-4.76,-3.72,-0.682757497,name674,0.178044938147648,0.362838268,2.03790274396404,-3.09896051621239,-1.57460594833946
-0.44,-2.61,-1.053586125,name86,0.248394846967484,223.609446869656,0.00111084236576228,4.36570879278196,0.0568967970053724,-0.25,-2.45,-2.379865646,name809,0.248394846967484,1.326279521,5.33940030234852,-2.95434756530464,-1.24491218144405
4.28,-2.78,-0.660072207,name87,0.269072480941474,223.609446869656,0.00120331446058412,5.91232062182941,0.0455104684187808,4.46,-2.58,-0.64322865,name73,0.269072480941474,0.0168435570000001,0.0625985866004027,-2.91962086422269,-1.34188869447285
0,1.52,2.073593378,name88,0.215870331449229,223.609446869656,0.000965390033700417,4.06144976717219,0.0531510529058027,0.21,1.47,1.590977669,name792,0.215870331449229,0.482615709,2.23567410009516,-3.01529718897626,-1.27448812781706
1.4,4.43,0.574540675,name89,0.295296461204668,223.609446869656,0.00132059027620957,5.7188816166466,0.0516353512800676,1.66,4.57,-0.179691806,name686,0.295296461204668,0.754232481,2.55415346978116,-2.87923190485498,-1.28705286408751
-2.55,3.79,-0.467087597,name90,0.19723082923316,223.609446869656,0.000882032633210383,5.6678930649137,0.0347979093773116,-2.38,3.69,1.180116773,name124,0.19723082923316,1.64720437,8.35165768153175,-3.05451534665841,-1.45844684723649
4.52,-3.75,-0.976458371,name91,0.177200451466693,223.609446869656,0.000792455121853528,6.52187794240436,0.0271701575882861,4.47,-3.58,-0.443848431,name259,0.177200451466693,0.53260994,3.0056917778232,-3.10102532328465,-1.56590784264488
0.37,-4.31,-2.193270683,name92,0.290688837074973,223.609446869656,0.0012999845987921,5.33757714193774,0.0544608217071017,0.39,-4.6,-1.827464342,name227,0.290688837074973,0.365806341,1.25841206934841,-2.88606179284642,-1.26391581029374
-4.92,-4.6,-1.505461693,name93,0.330151480384383,223.609446869656,0.00147646481401491,7.289783076041,0.0452896165689041,-4.65,-4.41,-0.890125751,name256,0.330151480384383,0.615335942,1.8637988273855,-2.83077689835095,-1.3440013561268
4.08,2.49,-0.404456228,name94,0.300832179129827,223.609446869656,0.00134534646608729,5.76502474751934,0.0521822875537999,4.19,2.21,-0.426516563,name901,0.300832179129827,0.022060335,0.0733310348108728,-2.87116585771866,-1.28247688632786
-4.86,4.56,-0.777746558,name95,0.20591260281974,223.609446869656,0.000920858245044399,7.39157260595684,0.0278577528486693,-4.96,4.74,-0.169999257,name835,0.20591260281974,0.607747301,2.95148180673542,-3.03580721902489,-1.55505391895238
-2.92,-0.98,-2.579626799,name96,0.396232255123179,223.609446869656,0.00177198352158237,4.63778611584397,0.0854356464972671,-3.19,-0.69,-1.632449508,name714,0.396232255123179,0.947177291,2.39045983448658,-2.75154032111664,-1.06836088988463
-3.91,2.01,0.700187743,name97,0.2,223.609446869656,0.000894416594646743,5.52644259855467,0.0361896457682028,-3.79,1.85,1.080633521,name722,0.2,0.380445778,1.90222889,-3.04846015165728,-1.44141566783592
4.12,0.14,-1.09145093,name98,0.218403296678416,223.609446869656,0.000976717664373656,5.27534387316892,0.0414007696804834,4.06,-0.07,0.557169855,name724,0.218403296678416,1.648620785,7.54851602550434,-3.0102309578012,-1.38299158484819
2.46,0.1,0.205378711,name99,0.212132034355964,223.609446869656,0.000948672058920738,4.34578038381929,0.0488133351482276,2.31,-0.05,0.479304165,name213,0.212132034355964,0.273925454,1.29129697375336,-3.02288389043359,-1.31146151836297
-4.43,-4.07,-1.564151883,name100,0.264007575648882,223.609446869656,0.00118066378386408,6.65600272434181,0.0396645834719048,-4.27,-4.28,-1.699308038,name692,0.264007575648882,0.135156155,0.511940442117281,-2.92787375827226,-1.40159710199303
-1.19,1.02,0.554633915,name101,0.21095023109729,223.609446869656,0.000943386936689908,4.07125893253842,0.0518144963493547,-1.3,1.2,1.333703399,name850,0.21095023109729,0.779069484,3.69314354361003,-3.0253101418308,-1.28554871894654
-2.16,3.95,-0.289102823,name102,0.201246117974981,223.609446869656,0.000899989337625299,5.62508413275948,0.0357765525324253,-1.98,3.86,-0.464181155,name721,0.201246117974981,0.175078332,0.86997122608728,-3.04576263571393,-1.44640151084183
-1.02,-4.44,-0.74091512,name103,0.241660919471892,223.609446869656,0.00108072768326625,5.5052671511541,0.043896311084782,-1.24,-4.34,-1.207427621,name958,0.241660919471892,0.466512501,1.93044246467109,-2.96628372376506,-1.35757197503893
-3.09,-3.12,-1.400200129,name104,0.228035085019828,223.609446869656,0.00101979182101708,5.38301887342275,0.042361933030867,-3.15,-2.9,-0.525932074,name567,0.228035085019828,0.874268055,3.83391904330854,-2.99148847550386,-1.37302423068248
1.5,-4.36,-1.048041224,name105,0.25,223.609446869656,0.00111802074330843,5.53433135096664,0.0451725753566119,1.43,-4.12,-1.877065301,name574,0.25,0.829024077,3.316096308,-2.95155013864922,-1.34512514894974
-2.77,-3.47,-2.722396374,name106,0.194164878389476,223.609446869656,0.000868321446645573,5.41332142810241,0.0358679751365769,-2.61,-3.36,-1.559424996,name886,0.194164878389476,1.162971378,5.98960732572443,-3.06131947221836,-1.44529313996281
4.68,-1.17,-0.496253848,name107,0.270185121722126,223.609446869656,0.0012082902824746,5.75314749193733,0.0469630097439312,4.95,-1.18,-0.43566817,name255,0.270185121722126,0.060585678,0.224237654589692,-2.91782871726103,-1.32824407800202
0.76,-4.64,-3.026473045,name108,0.182482875908946,223.609446869656,0.000816078562259121,5.60854926054722,0.0325365557886072,0.94,-4.61,-3.844532967,name929,0.182482875908946,0.818059922,4.48294075772999,-3.0882680305681,-1.48762842193296
-3.59,-4.21,-0.486377269,name109,0.281602556806575,223.609446869656,0.00125934999951376,6.24588888404033,0.0450860657361571,-3.87,-4.24,-0.655842602,name866,0.281602556806575,0.169465333,0.60178904240703,-2.89985355366246,-1.34595766009427
4.4,3.18,-1.363472104,name110,0.264007575648881,223.609446869656,0.00118066378386408,6.27171297143404,0.0420949709993689,4.19,3.34,-0.110759616,name955,0.264007575648881,1.252712488,4.74498690017158,-2.92787375827226,-1.37576978534441
-2.3,-3.18,-0.485619426,name111,0.290688837074973,223.609446869656,0.0012999845987921,5.06952438312889,0.05734045545621,-2.43,-3.44,-2.673520327,name432,0.290688837074973,2.187900901,7.52660791179852,-2.88606179284642,-1.2415388617674
1.36,3.48,0.42835924,name112,0.2,223.609446869656,0.000894416594646745,5.08172232690744,0.039356735203931,1.2,3.6,0.715144157,name499,0.2,0.286784917,1.433924585,-3.04846015165728,-1.4049809351829
1.27,-2.65,-0.698274791,name113,0.223606797749979,223.609446869656,0.000999988152916997,4.50129339817952,0.0496761214988593,1.47,-2.55,-1.433059573,name116,0.223606797749979,0.734784782,3.28605744276873,-3.00000514515325,-1.30385231938135
-4.92,-2.46,0.285573751,name114,0.219317121994613,223.609446869656,0.000980804367010732,6.27256299873554,0.0349645148305125,-4.76,-2.31,0.295535445,name559,0.219317121994613,0.00996169400000002,0.0454214149328692,-3.00841760913435,-1.45637249367551
2.2,3.41,-1.231384397,name115,0.21095023109729,223.609446869656,0.000943386936689909,5.27387694712499,0.0399990809820255,2.31,3.23,-1.267111182,name682,0.21095023109729,0.035726785,0.169361203418274,-3.0253101418308,-1.39794998689754
1.47,-2.55,-1.433059573,name116,0.178885438199983,223.609446869656,0.000799990522333598,4.50504507895509,0.0397078020452293,1.55,-2.71,-0.327747226,name606,0.178885438199983,1.105312347,6.17888386065458,-3.09691515816131,-1.40112415186956
